gameId,region,date
45853,EU,2017-04-01
45854,NA,2017-03-11
45854,EU,2017-03-11
45855,NA,2017-04-01
45855,EU,2017-04-01
45856,NA,2017-03-16
45856,EU,2017-03-16
45857,NA,2017-04-05
45857,EU,2017-04-05
45858,NA,2017-03-07
45858,EU,2017-03-07
45860,NA,2017-03-15
45860,EU,2017-03-15
45861,NA,2014-09-25
45861,EU,2014-09-25
45862,NA,2017-04-03
45862,EU,2017-04-03
45863,NA,2016-11-18
45863,EU,2016-11-18
45864,NA,2017-04-07
45864,EU,2017-04-07
45865,NA,2017-03-10
45865,EU,2017-03-10
45867,NA,2016-11-04
45867,EU,2016-11-04
45866,NA,2017-03-03
45866,EU,2017-03-03
45868,NA,2017-03-19
45868,EU,2017-03-19
45869,NA,2016-10-03
45869,EU,2016-10-03
45871,NA,2015-04-14
45871,JP,2014-02-13
45873,NA,2015-04-30
45872,NA,2015-03-19
45875,NA,2016-06-08
45877,NA,2016-05-26
45878,NA,2016-08-11
45880,NA,2016-08-22
45880,EU,2016-08-22
45883,NA,2017-05-11
45883,EU,2017-05-11
45890,NA,2016-05-26
45891,NA,2016-12-22
45893,NA,2017-04-14
45893,EU,2017-04-14
45894,NA,2015-11-10
45894,EU,2015-11-10
45896,NA,1993-01-01
45902,NA,2017-02-21
45903,NA,2016-09-27
45903,EU,2016-09-27
45903,JP,2016-09-27
45904,NA,2017-01-17
45904,EU,2017-01-17
45904,JP,2017-01-17
45907,NA,2014-11-26
45911,NA,2009-01-01
45913,NA,2017-06-01
45913,EU,2017-06-01
45914,NA,2016-09-28
45914,EU,2016-09-28
45915,NA,2017-04-17
45915,EU,2017-04-17
45916,NA,2017-04-12
45916,EU,2017-04-12
45917,NA,2016-01-01
45918,NA,2017-12-18
45918,EU,2017-12-18
45919,NA,2016-04-07
45919,EU,2016-04-07
45921,NA,2016-11-09
45921,EU,2016-11-09
45922,NA,2014-04-04
45922,EU,2014-04-04
45923,NA,2014-04-04
45923,EU,2014-04-04
45923,JP,2014-04-04
45924,NA,2016-11-29
45924,EU,2016-11-29
45925,NA,2017-01-28
45925,EU,2017-01-28
45926,NA,2016-12-05
45926,EU,2016-12-05
45928,NA,2016-11-25
45928,EU,2016-11-25
45931,NA,2017-06-20
45931,EU,2017-06-20
45932,NA,2017-04-26
45932,EU,2017-04-26
45939,NA,2021-06-18
45939,EU,2021-06-18
45939,JP,2021-06-18
45940,NA,2017-03-28
45940,EU,2017-03-28
45941,NA,2017-03-10
45941,EU,2017-03-10
45943,NA,2003-11-02
45942,NA,2017-05-06
45944,NA,2017-04-03
45944,EU,2017-04-03
45945,NA,2018-10-25
45951,NA,2018-03-15
45951,EU,2018-03-15
45957,NA,2017-05-17
45957,EU,2017-05-17
45959,NA,2017-02-14
45959,EU,2017-02-14
45962,NA,2017-05-18
45962,EU,2017-05-18
45963,NA,2017-05-18
45963,EU,2017-05-18
45965,NA,2017-05-18
45965,EU,2017-05-18
45966,NA,2017-05-19
45966,EU,2017-05-19
45977,NA,2019-08-15
45977,EU,2019-08-15
45978,NA,2016-11-03
45978,EU,2016-11-03
45978,JP,2016-11-03
45979,NA,2017-03-31
45979,EU,2017-03-31
45980,NA,2016-11-11
45981,NA,2017-04-27
45981,EU,2017-04-27
45982,NA,2017-04-14
45982,EU,2017-04-14
45983,NA,2015-07-09
45983,EU,2015-07-09
45984,NA,2017-01-17
45984,EU,2017-01-17
45985,NA,2016-03-22
45985,EU,2016-03-22
45986,NA,2015-05-25
45986,EU,2015-05-25
45987,NA,2017-03-28
45987,EU,2017-03-28
45988,NA,2017-04-14
45988,EU,2017-04-14
45989,NA,1991-01-01
45991,NA,2013-03-22
45991,EU,2013-03-22
45994,EU,2011-06-24
45995,NA,1999-07-22
45995,EU,1999-07-22
45995,JP,1999-07-22
45997,NA,2017-05-10
45997,EU,2017-05-10
45998,NA,2016-02-25
46001,NA,2017-04-18
46001,EU,2017-04-18
46002,NA,2017-05-05
46002,EU,2017-05-05
46003,NA,2017-05-19
46003,EU,2017-05-19
46004,EU,2016-11-24
46005,NA,2016-09-09
46005,EU,2016-09-09
46006,NA,2016-10-10
46006,EU,2016-10-10
46007,NA,2017-03-17
46007,EU,2017-03-17
46012,NA,2016-11-11
46012,EU,2016-11-11
46013,NA,2016-11-17
46013,EU,2016-11-17
46015,NA,2017-05-21
46015,EU,2017-05-21
46016,NA,2017-03-28
46016,EU,2017-03-28
46017,NA,2017-02-17
46017,EU,2017-02-17
46018,NA,2017-03-14
46018,EU,2017-03-14
46033,NA,2017-05-22
46033,EU,2017-05-22
46035,EU,2018-02-15
46036,NA,2017-10-12
46036,EU,2017-10-12
46037,NA,2017-03-16
46037,EU,2017-03-16
46043,NA,2017-01-26
46043,EU,2017-01-26
46044,NA,2017-01-06
46044,EU,2017-01-06
46045,NA,2017-05-23
46046,NA,1999-12-01
46048,NA,1991-01-01
46052,NA,2016-12-13
46052,EU,2016-12-13
46055,NA,2005-10-04
46061,NA,2017-05-23
46061,EU,2017-05-23
46062,NA,2017-05-19
46062,EU,2017-05-19
46064,EU,2000-11-24
46066,NA,2017-05-26
46066,EU,2017-05-26
46066,JP,2017-05-26
46067,NA,2009-08-17
46067,EU,2009-08-17
46068,NA,2017-03-23
46068,EU,2017-03-23
46069,NA,2017-02-24
46069,EU,2017-02-24
46072,NA,2016-10-18
46072,EU,2016-10-18
46073,NA,2017-11-07
46073,EU,2017-11-07
46074,NA,2017-05-16
46076,NA,2017-05-24
46076,EU,2017-05-24
46077,NA,2005-03-02
46078,NA,2006-01-01
46079,NA,2021-08-16
46079,EU,2021-08-16
46079,JP,2021-08-16
46080,NA,2016-08-23
46080,EU,2016-08-23
46081,NA,2017-03-10
46081,EU,2017-03-10
46082,NA,2017-03-02
46082,EU,2017-03-02
46083,NA,2016-10-24
46083,EU,2016-10-24
46084,NA,2014-06-08
46084,EU,2014-06-08
46085,NA,2016-12-29
46085,EU,2016-12-29
46086,NA,2016-08-07
46086,EU,2016-08-07
46087,NA,2016-08-22
46087,EU,2016-08-22
46088,NA,2017-02-02
46088,EU,2017-02-02
46090,NA,2017-05-12
46090,EU,2017-05-12
46091,NA,2016-12-09
46091,EU,2016-12-09
46092,NA,2017-05-26
46092,EU,2017-05-26
46093,NA,2018-03-27
46093,EU,2018-03-27
46094,NA,2017-02-28
46094,EU,2017-02-28
46095,NA,2017-11-13
46095,EU,2017-11-13
46096,NA,2017-05-25
46096,EU,2017-05-25
46096,JP,2017-05-25
46097,NA,2016-10-24
46097,EU,2016-10-24
46098,NA,2017-05-26
46098,EU,2017-05-26
46100,NA,2016-08-18
46100,EU,2016-08-18
46101,NA,2016-12-07
46101,EU,2016-12-07
46102,NA,2017-05-10
46102,EU,2017-05-10
46103,NA,2016-06-10
46103,EU,2016-06-10
46104,NA,2007-02-27
46107,NA,2000-02-28
46108,NA,2003-01-07
46114,NA,2016-11-18
46114,EU,2016-11-18
46116,NA,2015-08-05
46116,EU,2015-08-05
46117,NA,2017-05-26
46117,EU,2017-05-26
46118,NA,1995-05-30
46120,NA,2017-08-25
46121,NA,2017-11-03
46121,EU,2017-11-03
46122,NA,2017-05-30
46122,EU,2017-05-30
46123,NA,2017-06-06
46123,EU,2017-06-06
46127,NA,2017-05-30
46128,NA,2017-04-18
46128,EU,2017-04-18
46129,NA,2015-04-28
46129,EU,2015-04-28
46130,NA,2016-12-15
46130,EU,2016-12-15
46130,JP,2016-12-15
46131,NA,2017-02-09
46131,EU,2017-02-09
46132,NA,2016-07-29
46132,EU,2016-07-29
46133,NA,2017-05-23
46133,EU,2017-05-23
46136,NA,2016-12-08
46136,EU,2016-12-08
46137,NA,2017-02-14
46137,EU,2017-02-14
46138,NA,2017-02-01
46138,EU,2017-02-01
46139,NA,2016-10-27
46139,EU,2016-10-27
46141,NA,2017-01-06
46141,EU,2017-01-06
46142,NA,2016-11-14
46142,EU,2016-11-14
46143,NA,2017-02-08
46143,EU,2017-02-08
46144,NA,2017-02-16
46144,EU,2017-02-16
46145,NA,2016-11-28
46145,EU,2016-11-28
46146,NA,2017-01-20
46146,EU,2017-01-20
46147,NA,2017-02-09
46147,EU,2017-02-09
46148,NA,2017-02-22
46148,EU,2017-02-22
46149,NA,2017-01-31
46149,EU,2017-01-31
46150,NA,2016-12-13
46150,EU,2016-12-13
46151,NA,2016-05-23
46151,EU,2016-05-23
46152,NA,2015-03-11
46152,EU,2015-03-11
46153,NA,2017-01-03
46153,EU,2017-01-03
46154,NA,2017-02-06
46154,EU,2017-02-06
46155,NA,2017-02-27
46155,EU,2017-02-27
46156,NA,2017-01-23
46156,EU,2017-01-23
46157,NA,2016-12-15
46157,EU,2016-12-15
46158,NA,2017-02-24
46158,EU,2017-02-24
46159,NA,2016-12-24
46159,EU,2016-12-24
46160,NA,2016-12-21
46160,EU,2016-12-21
46161,NA,2016-12-12
46161,EU,2016-12-12
46162,NA,2016-11-03
46162,EU,2016-11-03
46163,NA,2016-10-25
46163,EU,2016-10-25
46164,NA,2016-12-27
46164,EU,2016-12-27
46165,NA,2017-07-11
46165,EU,2017-07-11
46166,NA,2016-12-14
46166,EU,2016-12-14
46167,NA,2016-10-27
46167,EU,2016-10-27
46168,NA,2016-11-07
46168,EU,2016-11-07
46169,NA,2013-01-08
46169,EU,2013-01-18
46170,NA,2017-01-23
46170,EU,2017-01-23
46171,NA,2016-12-16
46171,EU,2016-12-16
46172,NA,2017-01-03
46172,EU,2017-01-03
46173,NA,2016-12-31
46173,EU,2016-12-31
46174,NA,2017-03-02
46174,EU,2017-03-02
46175,NA,2016-12-15
46175,EU,2016-12-15
46176,NA,2017-02-15
46176,EU,2017-02-15
46177,NA,2016-12-01
46177,EU,2016-12-01
46178,NA,2016-10-28
46178,EU,2016-10-28
46179,NA,2016-04-17
46179,EU,2016-04-17
46180,NA,2014-07-01
46180,EU,2014-07-01
46181,NA,2016-12-15
46181,EU,2016-12-15
46182,NA,2016-10-27
46182,EU,2016-10-27
46184,NA,2016-09-26
46184,EU,2016-09-26
46185,NA,1992-04-01
46186,NA,2017-05-26
46186,EU,2017-05-26
46186,JP,2017-05-26
46192,NA,2016-04-05
46192,EU,2016-04-05
46195,NA,2017-04-12
46195,EU,2017-04-12
46196,JP,2014-01-23
46197,NA,2017-02-28
46197,EU,2017-02-28
46199,NA,1988-04-01
46200,NA,2017-05-23
46200,EU,2017-05-23
46201,NA,1982-01-01
46203,NA,2016-08-23
46203,EU,2016-08-23
46204,NA,2017-03-16
46204,EU,2017-03-16
46205,NA,1983-01-01
46206,NA,2017-06-02
46206,EU,2017-06-02
46208,JP,2013-01-14
46209,NA,2014-02-27
46209,EU,2014-02-27
46210,NA,2014-05-08
46210,EU,2014-05-08
46211,NA,2014-07-03
46211,EU,2014-07-03
46212,NA,2014-09-04
46212,EU,2014-09-04
46213,NA,2017-04-06
46213,EU,2017-04-06
46217,NA,2016-10-11
46217,EU,2016-10-11
46218,NA,2017-04-29
46218,EU,2017-04-29
46223,NA,2017-05-20
46223,EU,2017-05-20
46225,JP,2015-06-11
46226,NA,2015-03-18
46226,EU,2015-03-18
46226,JP,2015-03-18
46227,NA,2011-12-06
46228,NA,2012-06-04
46229,NA,2012-09-04
46230,NA,2012-12-04
46231,NA,2013-03-12
46232,NA,2017-01-19
46232,EU,2017-01-19
46233,NA,2016-09-20
46233,EU,2016-09-20
46234,NA,2010-01-21
46234,EU,2010-01-21
46235,NA,2017-05-30
46235,EU,2017-05-30
46236,NA,2017-04-28
46236,EU,2017-04-28
46237,NA,2017-04-17
46237,EU,2017-04-17
46238,NA,2017-02-08
46238,EU,2017-02-08
46239,NA,2016-10-21
46239,EU,2016-10-21
46240,NA,2017-02-07
46240,EU,2017-02-07
46241,NA,2016-11-10
46241,EU,2016-11-10
46242,NA,2017-06-02
46242,EU,2017-08-31
46244,NA,2017-05-19
46244,EU,2017-05-19
46246,NA,2016-07-26
46246,EU,2016-07-26
46248,NA,2016-06-30
46248,EU,2016-06-30
46249,NA,2016-08-16
46249,EU,2016-08-16
46253,NA,2016-12-09
46254,NA,2017-03-29
46256,NA,2016-12-14
46256,EU,2016-12-14
46257,NA,2016-11-04
46257,EU,2016-11-04
46258,NA,2016-08-22
46258,EU,2016-08-22
46259,NA,2016-08-26
46259,EU,2016-08-26
46260,NA,2016-12-19
46260,EU,2016-12-19
46261,NA,2016-12-16
46261,EU,2016-12-16
46262,NA,2016-06-21
46262,EU,2016-06-21
46263,NA,2017-04-28
46263,EU,2017-04-28
46264,NA,2017-05-11
46264,EU,2017-05-11
46265,NA,2017-02-24
46265,EU,2017-02-24
46266,NA,2017-03-03
46266,EU,2017-03-03
46267,NA,2017-03-15
46267,EU,2017-03-15
46268,NA,2017-03-14
46268,EU,2017-03-14
46269,NA,2016-09-12
46269,EU,2016-09-12
46270,NA,2017-04-13
46270,EU,2017-04-13
46271,NA,2016-12-19
46271,EU,2016-12-19
46272,NA,2016-12-20
46272,EU,2016-12-20
46273,NA,2016-10-07
46273,EU,2016-10-07
46274,NA,2017-04-13
46274,EU,2017-04-13
46275,NA,2017-02-09
46275,EU,2017-02-09
46276,NA,2017-01-16
46276,EU,2017-01-16
46278,NA,2017-07-27
46278,EU,2017-07-27
46279,NA,2017-06-02
46279,EU,2017-06-02
46280,NA,2016-01-01
46280,EU,2016-01-01
46281,NA,1992-10-01
46283,NA,2017-03-28
46283,EU,2017-03-28
46284,NA,2017-08-15
46284,EU,2017-08-15
46286,NA,2017-05-16
46286,EU,2017-05-16
46288,NA,2017-05-25
46288,EU,2017-05-25
46289,NA,2016-04-07
46291,NA,2016-12-16
46291,EU,2016-12-16
46292,NA,2017-11-10
46292,EU,2017-11-10
46293,NA,2017-06-02
46293,EU,2017-06-02
46295,NA,2017-04-21
46299,NA,2017-03-31
46299,EU,2017-03-31
46301,NA,2017-05-18
46301,EU,2017-05-18
46303,NA,2017-03-31
46303,EU,2017-03-31
46305,NA,2017-04-07
46305,EU,2017-04-07
46306,NA,2017-06-02
46306,EU,2017-06-02
46308,NA,2006-07-03
46311,NA,2006-05-12
46311,EU,2006-05-12
46310,NA,2017-03-28
46310,EU,2017-03-28
46312,NA,2002-02-17
46314,NA,1994-11-01
46315,NA,1990-01-01
46316,NA,2017-05-30
46317,NA,2017-05-12
46317,EU,2017-05-12
46318,NA,2017-06-06
46319,NA,1993-01-01
46321,NA,2017-05-30
46321,EU,2017-05-30
46323,NA,2017-11-17
46323,EU,2017-11-17
46323,JP,2017-11-17
46324,EU,2017-05-30
46325,NA,2017-05-18
46325,EU,2017-05-18
46326,NA,2016-11-22
46326,EU,2016-11-22
46327,NA,2017-05-17
46327,EU,2017-05-17
46329,NA,2016-09-16
46329,EU,2016-09-16
46330,JP,1996-01-01
46332,NA,1988-01-01
46333,JP,1991-01-01
46334,NA,2016-03-02
46335,NA,2017-06-06
46337,NA,2015-11-24
46337,EU,2015-11-24
46341,NA,2014-08-30
46343,NA,2017-06-09
46343,EU,2017-06-09
46346,JP,1995-12-22
46348,NA,1994-02-15
46348,JP,1994-01-28
46349,NA,2014-08-08
46350,NA,1990-01-01
46351,JP,1991-04-26
46356,NA,2014-04-02
46355,NA,2012-01-01
46357,NA,2013-11-04
46357,EU,2013-11-04
46358,NA,2017-06-15
46358,EU,2017-06-15
46359,NA,2017-03-17
46359,EU,2017-03-17
46360,NA,2017-05-02
46361,NA,2017-08-29
46363,NA,2016-03-23
46363,EU,2016-03-23
46364,NA,2017-05-26
46364,EU,2017-05-26
46365,NA,2017-05-26
46365,EU,2017-05-26
46366,NA,2017-05-26
46366,EU,2017-05-26
46367,NA,2017-05-26
46367,EU,2017-05-26
46368,EU,2006-08-10
46371,NA,2017-03-08
46371,EU,2017-03-08
46373,NA,2017-05-22
46373,EU,2017-05-22
46372,NA,2017-06-06
46372,EU,2017-06-09
46372,JP,2016-06-09
46374,NA,2016-10-29
46374,EU,2016-10-29
46382,NA,2016-12-22
46382,EU,2016-12-22
46381,NA,2017-06-30
46381,EU,2017-06-30
46383,NA,2016-12-02
46383,EU,2016-12-02
46386,NA,2018-03-23
46386,EU,2020-06-18
46387,NA,2019-02-22
46391,NA,2017-04-29
46391,EU,2017-04-29
46392,NA,2017-06-06
46392,EU,2017-06-06
46396,NA,2012-01-01
46396,EU,2012-01-01
46397,NA,2016-05-25
46397,EU,2016-05-25
46400,NA,2017-10-03
46401,NA,2019-02-15
46401,EU,2019-02-15
46401,JP,2019-02-15
46402,NA,2017-10-26
46402,EU,2017-10-26
46403,NA,2018-05-22
46403,EU,2020-03-13
46409,JP,2014-12-30
46410,NA,2015-11-05
46410,EU,2015-11-05
46411,NA,2016-12-18
46411,EU,2016-12-18
46413,NA,2018-09-12
46413,EU,2018-09-12
46415,NA,2017-06-06
46415,EU,2017-06-06
46417,NA,1981-01-01
46419,NA,2017-09-15
46419,EU,2017-09-14
46418,NA,2017-08-31
46418,EU,2017-08-31
46420,NA,2017-10-27
46420,EU,2017-10-27
46423,NA,2016-08-24
46423,EU,2016-08-24
46424,NA,2004-11-01
46426,NA,2017-11-07
46426,EU,2017-11-07
46428,NA,2020-03-11
46428,EU,2020-03-11
46428,JP,2020-03-11
46427,NA,2018-06-28
46427,EU,2018-06-28
46430,NA,2017-07-11
46430,EU,2017-07-11
46430,JP,2017-07-11
46431,NA,2014-11-27
46431,EU,2014-11-27
46432,NA,2017-06-09
46432,EU,2017-06-09
46434,NA,2016-10-07
46434,EU,2016-10-07
46435,NA,2016-11-02
46435,EU,2016-11-02
46437,NA,2025-01-01
46437,EU,2025-01-01
46438,NA,2017-06-09
46439,NA,2018-02-27
46439,EU,2018-02-27
46440,NA,2017-09-15
46440,EU,2017-09-15
46440,JP,2017-09-15
46442,NA,2018-03-16
46442,EU,2018-03-16
46441,NA,2019-03-29
46441,EU,2019-03-29
46441,JP,2019-03-29
46443,NA,2013-01-30
46444,NA,2016-02-25
46445,NA,2018-03-23
46445,EU,2018-03-23
46447,NA,2017-06-08
46447,EU,2017-06-08
46448,NA,2017-06-13
46448,EU,2017-06-13
46449,NA,2017-06-13
46449,EU,2017-06-13
46452,NA,2017-05-29
46452,EU,2017-05-29
46453,NA,2019-07-26
46453,EU,2019-07-26
46453,JP,2019-07-26
46454,NA,2017-02-24
46454,EU,2017-02-24
46456,EU,1987-06-01
46457,EU,1990-01-01
46458,EU,1990-12-01
46460,EU,1992-12-01
46462,EU,1991-01-01
46463,NA,2017-06-20
46463,EU,2017-06-20
46463,JP,2017-06-20
46465,NA,2017-11-14
46465,EU,2017-11-14
46464,NA,2017-08-29
46464,EU,2017-08-29
46464,JP,2018-01-18
46467,NA,2017-05-24
46467,EU,2017-05-24
46468,NA,2016-11-02
46468,EU,2016-11-02
46469,NA,2017-06-06
46469,EU,2017-06-06
46470,NA,2019-09-27
46470,EU,2019-09-27
46471,NA,2017-05-31
46471,EU,2017-05-31
46473,NA,2017-04-26
46473,EU,2017-04-26
46474,NA,2017-05-24
46474,EU,2017-05-24
46475,NA,2017-05-03
46475,EU,2017-05-03
46476,JP,2006-03-02
46477,JP,2005-08-14
46483,NA,2017-01-04
46483,EU,2017-01-04
46486,NA,2014-10-27
46486,EU,2014-10-27
46487,NA,2017-04-21
46487,EU,2017-04-21
46488,NA,2017-06-19
46488,EU,2017-06-19
46489,NA,2017-06-15
46490,NA,2003-03-12
46491,NA,2004-09-21
46492,EU,2017-06-09
46495,NA,2016-07-14
46495,EU,2016-07-14
46499,NA,2005-09-20
46499,EU,2005-09-23
46500,NA,2017-06-14
46500,EU,2017-06-14
46501,NA,2017-06-14
46501,EU,2017-06-14
46504,NA,2017-05-08
46504,EU,2017-05-08
46505,NA,2017-07-20
46505,EU,2017-07-20
46506,NA,2017-04-06
46506,EU,2017-04-06
46507,NA,2017-04-25
46507,EU,2017-04-25
46508,NA,2017-04-26
46508,EU,2017-04-26
46509,NA,2017-04-19
46509,EU,2017-04-19
46510,NA,2017-03-24
46510,EU,2017-03-24
46511,NA,2017-01-10
46511,EU,2017-01-10
46512,NA,2016-12-20
46512,EU,2016-12-20
46513,NA,2016-12-12
46513,EU,2016-12-12
46514,NA,2017-01-03
46514,EU,2017-01-03
46515,NA,2017-05-26
46515,EU,2017-05-26
46515,JP,2017-05-26
46516,NA,2016-10-20
46516,EU,2016-10-20
46518,NA,2012-08-22
46518,EU,2012-08-22
46519,NA,2017-04-17
46519,EU,2017-04-17
46520,NA,2017-04-13
46520,EU,2017-04-13
46521,NA,2017-02-21
46521,EU,2017-02-21
46522,NA,2017-03-09
46522,EU,2017-03-09
46523,NA,2017-03-22
46523,EU,2017-03-22
46525,NA,2017-03-08
46525,EU,2017-03-08
46524,NA,2017-04-01
46524,EU,2017-04-01
46526,NA,2017-03-28
46526,EU,2017-03-28
46527,NA,2017-03-20
46527,EU,2017-03-20
46528,NA,2017-03-15
46528,EU,2017-03-15
46529,NA,2017-03-31
46529,EU,2017-03-31
46530,NA,2017-03-25
46530,EU,2017-03-25
46531,NA,2017-04-10
46531,EU,2017-04-10
46532,NA,2012-07-19
46532,EU,2012-07-19
46533,NA,2017-04-19
46533,EU,2017-04-19
46534,NA,2017-04-06
46534,EU,2017-04-06
46535,NA,2017-03-23
46535,EU,2017-03-23
46536,NA,2017-04-14
46536,EU,2017-04-14
46537,NA,2017-04-04
46537,EU,2017-04-04
46538,NA,2017-04-12
46538,EU,2017-04-12
46539,NA,2017-04-14
46539,EU,2017-04-14
46540,NA,2015-07-03
46540,EU,2015-07-03
46541,NA,2017-06-15
46541,EU,2017-06-15
46542,NA,2017-06-08
46542,EU,2017-06-08
46551,NA,2016-05-19
46551,EU,2016-05-19
46552,NA,2017-09-08
46552,EU,2017-09-08
46553,NA,2017-03-01
46553,EU,2017-03-01
46557,NA,2017-05-23
46557,EU,2017-05-23
46558,NA,2016-11-03
46558,EU,2016-11-03
46560,NA,2016-06-07
46560,EU,2016-06-07
46559,NA,2016-12-09
46559,EU,2016-12-09
46562,NA,2017-05-31
46562,EU,2017-05-31
46563,NA,2016-09-16
46563,EU,2016-09-16
46564,NA,2017-06-06
46564,EU,2017-06-06
46565,NA,2017-08-15
46566,NA,2017-08-29
46566,EU,2017-08-30
46566,JP,2017-08-31
46568,NA,2017-10-13
46568,EU,2017-10-13
46569,NA,2017-10-06
46569,EU,2017-10-06
46569,JP,2017-10-05
46570,NA,2017-11-14
46570,EU,2017-11-14
46572,NA,2017-06-15
46572,EU,2017-06-15
46573,NA,2017-05-19
46573,EU,2017-05-19
46575,NA,2017-06-19
46575,EU,2017-06-19
46583,NA,2016-03-08
46584,EU,1991-01-01
46598,NA,2016-10-01
46598,EU,2016-10-01
46615,NA,2016-08-15
46615,EU,2016-08-15
46616,NA,2016-04-21
46616,EU,2016-04-21
46618,NA,2007-10-06
46618,EU,2007-10-06
46619,NA,2009-07-28
46619,EU,2009-07-28
46620,NA,2017-06-08
46620,EU,2017-06-08
46621,NA,2016-05-20
46621,EU,2016-05-20
46623,NA,2017-03-22
46623,EU,2017-03-22
46625,NA,2017-02-03
46625,EU,2017-02-03
46624,NA,2017-03-03
46624,EU,2017-03-03
46627,NA,2017-02-28
46627,EU,2017-02-28
46628,NA,2017-04-30
46628,EU,2017-04-30
46629,NA,2017-03-28
46629,EU,2017-03-28
46632,NA,2017-02-02
46632,EU,2017-02-02
46631,NA,2017-04-12
46631,EU,2017-04-12
46633,NA,2016-12-01
46633,EU,2016-12-01
46634,NA,2017-05-08
46634,EU,2017-05-08
46636,NA,2017-04-01
46636,EU,2017-04-01
46635,NA,2017-05-11
46635,EU,2017-05-11
46637,NA,2014-12-12
46637,EU,2014-12-12
46638,NA,2016-12-27
46638,EU,2016-12-27
46639,NA,2017-04-07
46639,EU,2017-04-07
46640,NA,2016-12-21
46640,EU,2016-12-21
46641,NA,2017-01-28
46641,EU,2017-01-28
46642,NA,2017-04-21
46642,EU,2017-04-21
46643,NA,2017-02-17
46643,EU,2017-02-17
46644,NA,2017-04-20
46644,EU,2017-04-20
46645,NA,2016-12-07
46645,EU,2016-12-07
46646,NA,2017-04-05
46646,EU,2017-04-05
46647,NA,2016-10-14
46647,EU,2016-10-14
46648,NA,2016-12-19
46648,EU,2016-12-19
46650,NA,2016-07-28
46650,EU,2016-07-28
46649,NA,2015-11-19
46649,EU,2015-11-19
46651,NA,2017-01-04
46651,EU,2017-01-04
46652,NA,2016-11-24
46652,EU,2016-11-24
46653,NA,2017-05-15
46653,EU,2017-05-15
46654,NA,2017-03-09
46654,EU,2017-03-09
46655,NA,2017-02-01
46655,EU,2017-02-01
46656,NA,2016-11-23
46656,EU,2016-11-23
46658,NA,2016-04-22
46658,EU,2016-04-22
46659,NA,2017-03-01
46659,EU,2017-03-01
46660,NA,2017-04-19
46660,EU,2017-04-19
46661,NA,2017-04-10
46661,EU,2017-04-10
46662,NA,2017-04-11
46662,EU,2017-04-11
46663,NA,2017-02-15
46663,EU,2017-02-15
46664,NA,2016-08-17
46664,EU,2016-08-17
46665,NA,2017-04-13
46665,EU,2017-04-13
46667,NA,2017-01-06
46667,EU,2017-01-06
46668,NA,2017-02-07
46668,EU,2017-02-07
46669,NA,2017-02-24
46669,EU,2017-02-24
46671,NA,2017-04-12
46671,EU,2017-04-12
46672,NA,2016-12-15
46672,EU,2016-12-15
46673,NA,2017-07-12
46673,EU,2017-07-12
46674,NA,2016-11-03
46674,EU,2016-11-03
46675,NA,2017-05-29
46675,EU,2017-05-29
46676,NA,2017-03-20
46676,EU,2017-03-20
46677,NA,2017-03-27
46677,EU,2017-03-27
46678,NA,2017-01-26
46678,EU,2017-01-26
46679,NA,2017-01-30
46679,EU,2017-01-30
46680,NA,2017-05-01
46680,EU,2017-05-01
46681,NA,2017-03-28
46681,EU,2017-03-28
46682,NA,2017-02-10
46682,EU,2017-02-10
46683,NA,2017-01-27
46683,EU,2017-01-27
46684,NA,2016-12-20
46684,EU,2016-12-20
46686,NA,2017-05-01
46686,EU,2017-05-01
46687,NA,2017-05-12
46687,EU,2017-05-12
46689,NA,2017-05-03
46689,EU,2017-05-03
46688,NA,2017-05-17
46688,EU,2017-05-17
46690,NA,2017-02-23
46690,EU,2017-02-23
46691,NA,2017-02-23
46691,EU,2017-02-23
46693,NA,2017-05-15
46693,EU,2017-05-15
46692,NA,2017-03-24
46692,EU,2017-03-24
46694,NA,2017-05-16
46694,EU,2017-05-16
46695,NA,2017-05-17
46695,EU,2017-05-17
46696,NA,2017-05-18
46696,EU,2017-05-18
46697,NA,2016-09-07
46697,EU,2016-09-07
46698,NA,2017-02-21
46698,EU,2017-02-21
46699,NA,2017-05-26
46699,EU,2017-05-26
46700,NA,2016-06-30
46700,EU,2016-06-30
46702,NA,2016-10-06
46702,EU,2016-10-06
46703,NA,2015-10-29
46703,EU,2015-10-29
46704,NA,2017-05-24
46704,EU,2017-05-24
46705,NA,2017-05-25
46705,EU,2017-05-25
46706,NA,2017-05-15
46706,EU,2017-05-15
46707,NA,2017-02-03
46707,EU,2017-02-03
46708,NA,2017-02-15
46708,EU,2017-02-15
46709,NA,2017-05-26
46709,EU,2017-05-26
46711,NA,2016-11-15
46711,EU,2016-11-15
46712,NA,2017-01-01
46712,EU,2017-01-01
46713,NA,2017-03-22
46713,EU,2017-03-22
46714,NA,2017-03-17
46714,EU,2017-03-17
46715,NA,1993-01-01
46716,NA,2017-06-13
46718,NA,2017-05-12
46718,EU,2017-05-12
46719,NA,2017-04-27
46719,EU,2017-04-27
46721,JP,1994-09-01
46731,NA,2004-03-16
46750,NA,2017-06-20
46750,EU,2017-06-20
46751,NA,2017-05-02
46751,EU,2017-05-02
46752,NA,2016-12-13
46752,EU,2016-12-13
46753,NA,2016-10-20
46753,EU,2016-10-20
46754,NA,2017-04-06
46754,EU,2017-04-06
46755,NA,2017-06-23
