gameId,gameName,playCount,backlogCount,replayCount,retiredPercentage,rating,completedCount
2,Beyond Good & Evil 2,1,80,0,0.0,100.0,0
1,688(I) Hunter/Killer,0,76,2,15.7,0.0,10
18,'Splosion Man,1,296,14,8.4,74.0,174
19,.hack//G.U. Vol. 1: Rebirth,1,312,10,2.2,76.0,266
21,.hack//G.U. Vol. 3: Redemption,0,289,4,1.4,77.0,131
20,.hack//G.U. Vol. 2: Reminisce,0,290,4,1.3,78.0,161
22,.hack//Infection,5,528,20,2.6,73.0,363
23,.hack//Link,0,74,2,6.0,65.0,5
24,.hack//Mutation,3,376,10,1.0,74.0,195
25,.hack//Outbreak,0,353,11,0.8,72.0,153
26,.hack//Quarantine,0,341,7,0.9,72.0,117
27,007 Legends,1,164,7,5.6,48.0,173
28,007 Legends: Skyfall DLC,0,18,3,2.3,38.0,24
29,007 Racing,1,35,1,8.9,49.0,37
30,007: Licence to Kill,1,11,1,6.7,50.0,3
31,0D Beat Drop,0,4,1,16.7,0.0,1
32,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),2,394,3,35.0,36.0,86
33,GO Series: 10 Second Run,0,6,0,22.7,68.0,11
34,10-Yard Fight,3,21,1,12.5,45.0,35
35,100 All-Time Favorites,0,1,0,33.3,50.0,1
36,100 Rogues,0,3,1,33.3,53.0,1
37,1000 Amps,0,351,4,13.3,69.0,150
38,10000000,10,717,21,8.6,73.0,911
39,101-in-1 Explosive Megamix,0,6,1,16.7,58.0,4
40,102 Dalmatians: Puppies to the Rescue,1,64,5,5.0,67.0,165
41,1080 Snowboarding,0,196,7,9.2,71.0,221
42,1080° Avalanche,0,79,3,5.7,75.0,69
43,11eyes CrossOver,0,5,0,16.7,0.0,0
44,11eyes ~Tsumi to Batsu to Aganai no Shoujo~,1,6,0,7.7,78.0,6
45,11th Hour,0,1,0,0.0,0.0,0
46,15 Days,2,86,2,8.3,44.0,24
48,18 Wheeler: American Pro Trucker,2,48,0,6.0,57.0,46
49,18 Wheels Across America,0,1,0,0.0,0.0,0
50,18 Wheels of Steel: American Long Haul,1,86,2,23.3,59.0,13
51,1916 - Der unbekannte Krieg,0,5,0,7.1,63.0,8
52,1924,0,0,0,0.0,40.0,6
54,1942,5,79,1,9.3,58.0,116
55,1942: Joint Strike,0,44,5,5.5,66.0,25
56,1943: The Battle of Midway,6,109,2,5.1,59.0,113
57,1944: The Loop Master,0,17,1,0.0,71.0,51
60,2010 FIFA World Cup South Africa,0,55,7,13.0,68.0,112
58,1991 Du Ma Racing,0,2,0,20.0,20.0,2
59,19XX: The War Against Destiny,0,19,1,0.0,68.0,49
61,24: The Game,0,77,0,2.2,63.0,57
62,25 To Life,1,41,3,3.7,57.0,89
63,3 on 3 NHL Arcade,0,15,6,18.6,71.0,42
65,3-D WorldRunner,2,31,2,9.8,65.0,24
66,3079,1,251,1,22.2,27.0,9
69,3D Dot Game Heroes,1,758,6,4.7,76.0,207
70,3D Pinball Express,0,0,0,66.7,40.0,1
71,3D Ultra MiniGolf Adventures,1,58,1,13.0,63.0,29
72,3D Ultra MiniGolf Adventures 2,0,6,0,30.0,80.0,1
74,3rd Super Robot Wars Alpha: To the End of the Galaxy,0,15,0,4.5,88.0,6
75,3SwitcheD,2,115,0,22.4,35.0,13
76,3Xtreme,0,17,1,14.5,65.0,30
77,4 Elements,0,147,2,9.5,63.0,158
78,4 Wheel Drive,0,0,0,0.0,0.0,1
79,40 Winks,1,111,2,9.9,58.0,35
80,400 Years,0,1,0,0.0,64.0,10
84,5 Days a Stranger,0,18,0,3.3,75.0,41
83,4x4 Hummer,0,15,0,22.7,0.0,2
86,50 Cent: Bulletproof,2,109,1,4.6,53.0,76
85,50 Cent: Blood on the Sand,3,124,7,1.2,64.0,211
87,6 Day Assassin,0,1,0,0.0,50.0,3
88,6 Days a Sacrifice,0,15,0,0.0,87.0,26
89,6 Degrees of Sabotage,0,0,0,14.3,80.0,6
90,60 Seconds Burger Run,0,0,0,0.0,54.0,11
91,60 Seconds Santa Run,0,0,0,0.0,40.0,1
93,7 Days a Skeptic,0,16,0,0.0,78.0,30
94,7 Wonders: Magical Mystery Tour,0,117,1,3.8,68.0,33
95,7 Wonders II,1,176,1,8.4,60.0,54
96,7 Wonders of the Ancient World,1,152,1,7.3,62.0,63
97,7 Wonders: Ancient Alien Makeover,1,242,3,6.2,65.0,90
99,720,0,0,0,0.0,0.0,1
98,7 Wonders: Treasures of Seven,1,147,1,7.0,65.0,40
100,720 Degrees,0,39,0,11.1,63.0,9
101,7th Dragon,0,108,2,4.5,72.0,20
102,7th Dragon 2020,0,111,2,1.3,78.0,41
103,7th Dragon 2020-II,1,78,1,1.1,71.0,13
105,8-Bit Commando,0,183,0,10.6,55.0,37
104,8 Eyes,1,36,1,6.3,52.0,24
106,8-Bit Night,0,1,0,0.0,0.0,0
107,80 Days: Around the World Adventure,0,3,0,8.3,60.0,8
108,8Ball Allstars,0,1,0,33.3,50.0,1
109,90 Minutes,0,3,0,33.3,0.0,1
110,99 Levels to Hell,1,411,1,13.1,54.0,32
111,"999: Nine Hours, Nine Persons, Nine Doors",3,1000,63,1.4,86.0,2300
112,99Seconds,0,0,0,100.0,0.0,0
114,9:05,0,1,0,8.3,70.0,10
115,9th Company: Roots of Terror,1,98,0,7.2,30.0,5
116,9th Dawn,0,12,0,7.1,0.0,1
117,:the game:,0,0,0,18.2,45.0,9
119,A Boy and His Blob,12,1600,9,7.0,65.0,198
120,A Boy and His Blob: Trouble on Blobolonia,2,78,2,13.2,58.0,40
121,A Bug's Life,0,131,7,7.1,64.0,235
122,A Collection of Activision Classic Games for the Atari 2600,0,8,1,31.3,80.0,3
124,A Duck Has An Adventure,0,1,1,7.1,65.0,12
125,A Farewell to Dragons,0,41,0,12.8,20.0,0
126,A Flipping Good Time,0,4,0,44.4,60.0,1
127,A Game of Dwarves,1,444,4,13.8,66.0,17
128,A Game of Thrones: Genesis,3,321,0,19.8,48.0,32
129,A Grain of Truth,0,1,0,0.0,0.0,0
130,A Hat in Time,77,5900,121,3.4,82.0,3800
131,A Kingdom for Keflings,1,65,6,8.4,71.0,87
132,A Mind Forever Voyaging,0,37,0,2.4,40.0,3
133,A Nation of Wind,0,1,0,50.0,0.0,0
134,A New Beginning,26,2800,10,4.1,68.0,548
136,A Nightmare on Elm Street,1,24,1,5.5,52.0,28
137,A Space Shooter For Two Bucks!,0,20,0,3.4,80.0,8
138,A Stroke of Fate: Operation Valkyrie,0,73,0,8.0,55.0,7
139,A Tale of Two Kingdoms,0,11,0,16.7,65.0,4
140,A Valley Without Wind,5,1300,6,15.0,68.0,59
141,A Valley Without Wind 2,5,1300,2,11.2,57.0,30
142,A Vampyre Story,1,135,2,7.1,67.0,48
143,A Virus Named Tom,12,3300,9,14.4,56.0,223
144,A Walk in the Dark,3,195,1,10.0,63.0,29
145,A Witch's Tale,0,64,0,9.6,46.0,11
146,A World of Keflings,0,173,8,9.1,71.0,98
148,A-Train,0,8,0,25.0,100.0,1
149,A.I.M. Racing,0,96,0,17.9,65.0,5
150,A.R.C. Squadron,0,0,0,50.0,80.0,1
152,A.R.E.S.: Extinction Agenda,5,921,6,13.3,57.0,355
153,AaAaAA!!! - A Reckless Disregard for Gravity,12,971,3,25.5,60.0,134
154,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,8,1800,14,18.5,62.0,125
156,Abadox: The Deadly Inner War,2,41,0,5.8,63.0,57
157,Abarenbou Princess,0,14,0,6.7,0.0,0
159,Abobo's Big Adventure,0,22,1,1.4,78.0,48
158,ABBA You Can Dance,0,1,0,0.0,0.0,0
161,Abuse,0,30,1,16.7,65.0,10
162,Quake Mission Pack: Abyss Of Pandemonium,0,10,0,13.3,75.0,3
163,Rock Band Track Pack: AC/DC Live,0,62,7,9.4,68.0,83
164,Acceleration of Suguri,0,1,0,0.0,0.0,0
165,Ace Attorney Investigations: Miles Edgeworth,9,642,15,1.5,75.0,925
166,Ace Combat 04: Shattered Skies,6,245,14,2.1,81.0,316
167,Ace Combat 2,2,119,3,2.6,76.0,179
168,Ace Combat 3: Electrosphere,4,141,6,3.6,74.0,179
169,Ace Combat 5: The Unsung War,6,298,14,2.4,84.0,263
170,Ace Combat 6: Fires of Liberation,2,189,9,5.0,74.0,152
171,Ace Combat X: Skies of Deception,2,96,2,5.4,72.0,98
172,Ace Combat Zero: The Belkan War,2,185,6,1.8,84.0,202
173,Ace Combat: Assault Horizon,25,1900,19,9.1,65.0,502
175,Ace Combat: Assault Horizon Legacy,0,80,3,5.8,72.0,83
176,Ace Combat: Joint Assault,0,66,2,4.3,66.0,46
177,Ace of Aces,1,18,1,12.5,40.0,3
178,Ace of Spades,11,702,13,43.4,51.0,117
179,Aces of the Pacific,0,5,0,25.0,65.0,1
180,Achievement Unlocked,0,5,4,3.4,68.0,51
181,Achron,0,54,0,21.4,0.0,1
182,Achtung Panzer: Kharkov 1943,0,21,0,16.0,0.0,0
183,Acid Drop,0,5,0,18.2,55.0,4
184,Acrophobia,0,0,0,33.3,75.0,2
185,Across Age DX,0,4,0,28.6,80.0,1
186,Act of War: Direct Action,0,108,0,5.9,74.0,52
187,Action Bass,0,10,0,15.0,50.0,7
188,Action Fighter,2,18,0,7.4,63.0,7
189,Action Man: Raid on Island X,0,1,0,25.0,0.0,2
190,Activision Hits Remixed,0,4,1,16.7,90.0,1
191,ActRaiser,7,329,7,3.0,78.0,443
193,Actua Soccer,0,3,0,30.8,65.0,6
192,ActRaiser 2,3,164,4,6.2,63.0,62
194,Actua Soccer: Club Edition,0,4,0,45.5,50.0,2
197,Adagio,0,2,0,20.0,85.0,2
196,Actual Sunlight,4,223,1,3.4,59.0,372
198,Adam's Venture - Episode 1: The Search for the Lost Garden,1,118,0,5.2,53.0,119
199,Adam's Venture - Episode 2: Solomon's Secret,3,123,0,5.3,54.0,72
200,Adam's Venture - Episode 3: Revelations,0,128,0,7.2,60.0,65
201,Addams Family Values,1,27,2,17.9,52.0,5
202,Adrenalin Misfits,0,5,0,28.6,0.0,0
203,Advance Guardian Heroes,0,84,1,4.3,58.0,27
204,Advance Wars,12,760,16,6.5,80.0,677
206,Advance Wars: Days of Ruin,1,564,7,6.8,79.0,225
205,Advance Wars 2: Black Hole Rising,2,522,10,4.4,83.0,342
207,Advance Wars: Dual Strike,3,619,9,4.9,82.0,302
208,Advanced Dungeons & Dragons: Heroes of the Lance,0,34,1,9.6,36.0,13
209,Advanced Dungeons & Dragons: Slayer,0,8,0,10.0,100.0,1
210,Advent Rising,4,522,10,4.3,68.0,171
211,Adventure,2,57,7,6.0,61.0,130
212,Adventure Apes and the Mayan Mystery,0,29,0,11.8,0.0,1
213,Adventure Bar Story,0,63,1,13.6,70.0,7
214,Adventure Island,4,172,3,10.4,58.0,189
215,Adventure Island II,3,126,1,5.1,71.0,96
216,Adventure Island III,3,81,3,4.2,72.0,57
217,Adventure Island: The Beginning,0,9,0,14.3,0.0,3
219,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,0,98,2,6.3,68.0,170
220,Adventures in the Magic Kingdom,1,37,2,7.5,59.0,62
221,Adventures of Bayou Billy,0,1,0,0.0,0.0,0
223,Adventures of Lolo,2,170,6,6.8,71.0,186
222,Adventures of Dino Riki,2,31,0,6.4,54.0,13
224,Adventures of Lolo 2,1,75,0,6.5,77.0,40
225,Adventures of Lolo 3,0,70,0,11.0,79.0,19
228,Adventures of Rad Gravity,0,1,0,0.0,0.0,0
229,Adventures of Tron,0,7,0,30.0,0.0,0
230,Adventures To Go!,1,44,0,6.3,0.0,1
231,Aedis Eclipse: Generation of Chaos,0,75,0,4.9,55.0,2
232,Aegis Wing,0,126,3,10.7,57.0,117
233,Aeon Avenger,0,6,0,10.0,0.0,3
234,Aeon Command,5,146,0,12.0,72.0,23
235,Aeon Flux,0,38,0,5.5,73.0,14
236,Aero Fighters,1,51,3,1.2,68.0,117
237,Aero Fighters 2,1,46,3,1.8,69.0,64
238,Aero Fighters 3,1,32,2,4.3,66.0,35
239,Aero Fighters Assault,0,31,0,6.1,70.0,15
240,Aero Gauge,0,1,0,0.0,0.0,0
241,Aero Porter,0,37,0,15.5,56.0,12
242,Aero the Acro-Bat,5,77,6,9.7,62.0,54
243,Aero the Acro-Bat 2,2,51,1,6.2,72.0,25
244,Aerobiz,0,20,0,10.7,0.0,5
245,Aerobiz Supersonic,0,21,0,3.6,80.0,6
247,Aether,0,6,3,2.7,62.0,30
248,Afraid of Monsters,0,16,0,7.9,63.0,19
249,Afrika,0,79,0,3.6,61.0,27
250,Afro Samurai,2,192,5,8.5,63.0,122
251,After Armageddon Gaiden,0,4,0,20.0,0.0,0
252,After Burner,0,61,3,11.5,57.0,47
253,After Burner Climax,1,54,1,2.6,75.0,93
254,After Burner II,0,65,3,3.5,66.0,44
255,After Burner III,0,17,1,11.1,61.0,7
256,Afterfall: InSanity,21,1900,9,13.8,51.0,382
257,Again: Interactive Crime Novel,0,61,0,2.1,63.0,31
258,Agarest War: Zero,0,1,0,0.0,0.0,0
260,Agatha Christie: And Then There Were None,1,34,2,7.2,71.0,30
261,Agatha Christie: Evil Under the Sun,0,24,1,4.9,62.0,15
262,Agatha Christie: Murder on the Orient Express,0,14,1,5.9,64.0,18
263,Agatha Christie: The ABC Murders,1,9,0,5.3,33.0,9
264,Age of Booty,0,160,2,13.4,65.0,27
265,Age of Conan: Unchained,13,352,0,31.9,64.0,33
267,Age of Empires II: Gold Edition,0,0,0,0.0,0.0,0
266,Age of Empires,0,133,12,13.0,75.0,363
268,Age of Empires II: The Age of Kings,0,178,16,11.4,84.0,470
269,Age of Empires II: The Conquerors,0,88,5,7.8,85.0,183
270,Age of Empires III,0,193,10,10.0,75.0,339
271,Age of Empires III: The Asian Dynasties,0,64,1,2.8,80.0,74
272,Age of Empires III: The WarChiefs,0,72,0,3.2,78.0,81
273,Age of Empires: Mythologies,1,54,2,11.1,68.0,34
274,Age of Empires: The Age of Kings,0,59,3,11.5,66.0,33
275,Age of Empires: The Rise of Rome,1,42,4,10.5,75.0,52
276,Age of Fear: The Undead King,0,114,0,9.6,53.0,8
277,Age of Mythology,1,101,13,6.1,82.0,442
278,Age of Mythology: The Titans,1,49,5,2.4,81.0,197
279,Age of Pirates - Caribean Tales,0,1,0,0.0,0.0,0
281,Age of Wonders,5,887,8,8.4,72.0,67
282,Age of Wonders II: The Wizard's Throne,3,674,4,7.1,77.0,50
283,Age of Wonders: Shadow Magic,4,735,4,7.8,77.0,40
284,Age of Zombies,0,36,0,2.9,68.0,65
285,Aggressive Inline,0,62,0,10.5,67.0,49
286,Agressive Inline,0,1,0,0.0,0.0,0
288,AI War: Fleet Command,12,2800,17,10.9,65.0,69
289,Aidyn Chronicles: The First Mage,0,71,1,3.7,55.0,8
290,Aion,5,193,0,55.0,75.0,85
291,Air Aces: Pacific,0,0,1,50.0,0.0,1
292,Air Buster,0,37,0,4.5,61.0,26
293,Air Combat,1,106,3,1.4,67.0,172
295,Air Conflicts: Secret Wars,2,381,0,7.8,60.0,45
296,Air Forte,0,248,0,9.5,60.0,93
297,Air Fortress,2,32,1,13.5,50.0,13
299,AirBlade,0,46,0,11.8,57.0,14
298,Air Raiders,0,9,0,28.6,0.0,1
301,AirBuccaneers,4,538,1,19.7,45.0,23
300,Airborne Assault: Red Devils Over Arnhem,0,2,1,33.3,0.0,0
302,AirForce Delta,0,39,0,6.1,0.0,7
303,AirForce Delta Storm,0,14,0,9.5,73.0,5
304,Airline Tycoon 2,2,271,1,21.2,38.0,12
305,AirMech,19,518,8,30.5,60.0,41
306,Airwolf,0,15,0,14.3,45.0,9
309,Akalabeth: World of Doom,5,282,0,9.6,50.0,56
308,Akai Katana,0,68,2,2.0,81.0,77
310,Akane the Kunoichi,4,298,0,13.8,47.0,71
311,Akazukin Chacha,0,8,1,11.1,0.0,0
313,Akira Psycho Ball,0,8,0,7.7,0.0,4
314,Akuma: Demon Spawn,0,4,0,33.3,0.0,0
315,Al Emmo and the Lost Dutchman's Mine,1,94,0,11.7,65.0,19
316,Al Unser Jr. Turbo Racing,0,1,0,0.0,0.0,0
317,Al Unser Jr.'s Turbo Racing,0,10,0,14.3,50.0,8
318,Al-Qadim: The Genie's Curse,1,100,0,3.3,70.0,18
319,Alan Wake,140,11800,377,4.4,78.0,10400
320,Alan Wake's American Nightmare,71,8800,87,4.2,68.0,4300
321,Alan Wake: The Signal,0,267,14,0.9,72.0,853
322,Alan Wake: The Writer,0,264,13,0.6,76.0,816
323,Albert Odyssey: Legend of Eldean,0,127,2,1.8,76.0,37
324,Albion,0,95,1,6.3,78.0,24
325,Alcahest,1,75,0,3.9,64.0,23
326,Alchemy,0,1,0,50.0,0.0,0
327,Aldynes,0,13,0,4.5,53.0,8
329,Alex Kidd in Miracle World,4,144,8,4.6,64.0,246
330,Alex Kidd in Shinobi World,5,65,0,2.3,68.0,64
331,Alex Kidd in the Enchanted Castle,3,194,2,7.2,47.0,128
332,Alex Kidd: High-Tech World,3,38,2,4.5,48.0,25
333,Alex Kidd: The Lost Stars,2,42,3,5.1,51.0,51
335,Alexander,0,3,0,30.0,0.0,4
334,Alex Rider: Stormbreaker,0,8,0,17.6,50.0,6
336,ALF: The First Adventure,0,1,0,33.3,60.0,1
337,Alfred Chicken,1,37,0,9.2,52.0,22
338,Alias,0,53,2,6.3,62.0,21
339,Alice in Wonderland,1,112,2,5.4,62.0,28
340,Alice: Madness Returns,85,5000,121,5.9,75.0,2600
341,Alida,0,6,0,12.5,90.0,1
342,Alien (1982),0,1,0,0.0,0.0,0
343,Alien 3,3,134,2,12.1,61.0,63
344,Alien 3: The Gun,0,5,0,3.8,65.0,20
345,Alien Breed,0,90,1,14.8,55.0,14
346,Alien Breed 2: Assault,25,2600,6,10.7,60.0,309
347,Alien Breed 3: Descent,18,2000,5,6.2,59.0,182
348,Alien Breed: Impact,28,2200,9,7.1,59.0,393
349,Alien Brigade,0,8,0,7.7,68.0,4
350,Alien Crush,0,40,0,10.8,67.0,18
351,Alien Crush Returns,0,8,0,7.1,70.0,5
352,Alien Front Online,0,25,0,9.1,40.0,5
353,Alien Hallway,1,199,0,8.7,58.0,62
354,Alien Hominid,3,169,7,6.9,70.0,169
355,Alien Hominid HD,5,161,3,6.1,66.0,115
357,Alien Infestation,0,1,0,0.0,0.0,0
356,Alien Incident,1,4,0,7.1,75.0,9
359,Alien Resurrection,1,67,1,7.7,54.0,29
358,Alien Nations,0,17,0,27.0,70.0,10
360,Alien Shooter,9,582,6,7.3,67.0,327
361,Alien Shooter 2: Conscription,2,319,0,6.4,64.0,105
363,Alien Shooter: Revisited,6,258,2,9.2,62.0,88
364,Alien Shooter: Vengeance,0,33,0,15.5,73.0,16
362,Alien Shooter 2: Reloaded,15,744,5,7.7,70.0,217
365,Alien Soldier,0,252,3,4.3,78.0,79
367,Alien Storm,3,173,4,4.9,63.0,140
366,Alien Spidy,3,886,0,6.8,40.0,9
368,Alien Swarm,11,158,6,15.2,70.0,149
369,Alien Syndrome,4,77,2,3.8,62.0,23
370,Alien Syndrome,0,56,3,3.0,67.0,9
371,Alien Trilogy,2,139,4,6.8,67.0,80
372,Alien Versus Predator Gold Edition,0,1,0,0.0,0.0,0
373,Alien vs. Predator (Arcade),1,38,2,0.5,79.0,146
374,Alien vs Predator (Jaguar),0,27,1,12.2,72.0,9
375,Alien vs. Predator (SNES),1,36,1,9.9,52.0,28
376,Alien Zombie Megadeath,1,312,0,11.6,58.0,9
377,Aliens (Arcade),0,1,0,0.0,0.0,0
378,Aliens versus Predator 2,2,109,3,3.6,79.0,158
379,Aliens Versus Predator Classic 2000,14,1200,13,9.2,73.0,215
381,Aliens vs. Predator,37,2800,33,7.8,66.0,1400
382,Aliens: Colonial Marines,17,1400,15,6.8,49.0,849
383,Aliens: Infestation,0,192,2,2.4,68.0,90
384,Alisia Dragoon,0,127,3,6.2,65.0,55
386,All That Matters,0,1,0,0.0,70.0,3
387,All Zombies Must Die!,2,363,3,12.6,57.0,53
388,All Zombies Must Die!: Scorepocalypse,1,168,0,13.1,40.0,5
389,All-Pro Football 2K8,0,16,1,13.3,68.0,10
390,All-Star Slammin' D-Ball,0,8,0,23.5,80.0,5
391,Alleyway,0,55,1,11.3,60.0,87
392,Allied General,0,12,0,12.5,80.0,2
393,Alone in the Dark,1,490,9,4.7,72.0,203
394,Alone in the Dark,13,1200,7,5.8,57.0,324
396,Alone in the Dark 3,1,254,2,2.5,54.0,61
395,Alone in the Dark 2,0,294,1,3.2,61.0,95
397,Alone in the Dark: The New Nightmare,4,700,7,4.5,62.0,208
398,Alpha Mission,0,43,0,10.4,43.0,17
399,Alpha Mission II,3,136,0,4.9,45.0,18
400,Alpha Prime,10,1100,2,9.5,52.0,160
401,Alpha Protocol,48,5200,127,6.3,72.0,1800
402,Alpha Waves,0,1,0,0.0,0.0,0
403,Alphabet Connection,0,0,0,0.0,0.0,1
404,AlphaBounce,0,4,0,16.7,0.0,1
405,Alter Echo,0,55,0,5.1,66.0,20
407,Alter Ego,0,17,0,7.1,60.0,9
408,Alter Ego,3,320,1,5.0,57.0,62
409,Altered Beast,7,387,14,5.6,55.0,565
411,AlterEgo: DreamWalker,0,6,0,14.3,0.0,0
410,Altered Beast: Guardian of the Realms,1,34,1,8.3,50.0,10
412,Alternativa,1,164,1,4.3,49.0,35
413,Altitude,10,870,5,24.1,68.0,89
414,Alundra,3,694,11,3.6,76.0,182
415,Alundra 2: A New Legend Begins,2,271,5,3.3,67.0,51
416,Always Remember Me,0,123,2,4.6,57.0,65
417,Amagami,2,21,0,3.6,88.0,6
418,Amagon,2,11,0,15.4,54.0,11
419,Amazing Adventures: Around the World,0,43,0,9.1,40.0,17
420,Amazing Adventures: The Forgotten Ruins,0,3,0,14.3,50.0,3
421,Amazing Adventures: The Lost Tomb,1,43,0,9.4,90.0,15
422,Amazon Trail II,0,1,0,0.0,70.0,1
423,AMBER: Journeys Beyond,0,12,0,0.0,58.0,9
424,The Search for Amelia Earhart,0,8,0,16.7,40.0,2
426,America's Army 3,12,201,0,22.7,80.0,20
425,America's Army,0,10,0,21.1,50.0,5
427,America's Army: Rise of a Soldier,0,15,0,16.7,0.0,5
428,American Chopper,0,14,0,15.4,48.0,8
430,American Conquest: Fight Back,3,197,2,9.9,63.0,12
429,American Conquest,6,271,1,12.7,59.0,24
431,American Gladiators,0,22,1,19.0,56.0,12
432,American McGee's Alice,10,590,17,4.4,73.0,577
433,American Mensa Academy,0,11,0,13.3,0.0,2
434,Amerzone: The Explorer's Legacy,3,436,2,4.7,65.0,89
436,Amidos Puzzle Collection,0,2,0,33.3,0.0,0
435,Amidar,0,12,0,21.1,43.0,3
437,Amnesia (1986),0,1,0,0.0,0.0,0
438,Amnesia: A Machine for Pigs,78,8700,45,5.0,63.0,2100
439,Amnesia: Justine,0,221,3,3.5,65.0,224
440,Amnesia: The Dark Descent,151,14300,168,9.0,78.0,4600
441,Among the Sleep,32,2600,30,3.5,67.0,1400
442,Amped 2,0,38,0,10.0,78.0,16
443,Amped 3,0,56,2,3.7,72.0,47
444,Amped: Freestyle Snowboarding,0,45,0,11.3,81.0,26
445,Amplitude,0,64,1,4.1,81.0,75
446,Amy,0,75,0,11.3,39.0,27
447,An Elder Scrolls Legend: Battlespire,5,343,0,3.9,59.0,28
448,An Unfolding Tale,0,1,0,0.0,60.0,1
449,An Untitled Story,0,10,1,10.3,83.0,16
450,Anachronox,12,2700,16,5.7,78.0,178
451,Analogue: A Hate Story,8,1500,18,3.9,75.0,821
452,Anarchy Online,5,113,2,25.6,77.0,9
453,Anarchy Reigns,0,294,3,4.3,65.0,130
455,Ancients of Ooga,0,160,0,8.1,65.0,11
456,And Then There Were None,0,1,0,0.0,0.0,0
457,And Yet It Moves,24,3100,11,16.7,62.0,715
458,Andre Agassi Tennis,0,16,0,14.3,64.0,8
459,Android Assault: The Revenge of Bari-Arm,0,26,2,2.6,72.0,12
460,Angel Devoid: Face of the Enemy,0,10,0,6.3,75.0,5
461,Angelica Weaver: Catch Me When You Can,3,282,2,2.9,55.0,82
464,Angelique Tenkuu no Requiem,0,1,0,0.0,0.0,0
465,Angels Vs Devils,0,7,0,8.3,80.0,4
466,Angry Birds,4,91,7,16.7,68.0,303
467,Angry Birds Rio,0,38,3,10.4,63.0,100
468,Angry Birds Seasons,0,42,1,11.1,74.0,62
469,Angry Birds Space,1,117,3,13.2,70.0,120
470,Angry Birds Star Wars,0,130,8,13.0,69.0,157
471,Angry Birds Trilogy,0,87,1,14.3,62.0,33
472,Animal Crossing,9,441,25,10.9,83.0,600
473,Animal Crossing: City Folk,2,281,19,16.3,76.0,389
474,Animal Crossing: New Leaf,18,849,62,18.3,85.0,1400
475,Animal Crossing: Wild World,10,360,17,15.2,78.0,748
477,Animamundi: Dark Alchemist,0,11,0,6.3,60.0,4
476,Animal Paradise,0,3,1,14.3,20.0,3
478,Animaniacs,1,107,4,7.1,64.0,102
479,Animorphs,1,15,0,18.2,40.0,3
480,Ankh,1,146,2,4.2,61.0,61
482,Ankh 3: Battle of the Gods,1,156,1,4.1,55.0,30
481,Ankh 2: Heart of Osiris,2,166,2,4.5,59.0,45
484,Anna's Quest,23,1400,7,2.3,72.0,336
485,Anno 1404,10,859,22,14.4,77.0,226
486,Anno 1404: Venice,3,439,15,12.3,77.0,96
487,Anno 1503: The New World,0,82,1,12.7,68.0,21
490,Anno 1701: Dawn of Discovery,0,41,0,6.9,74.0,13
488,Anno 1602,0,154,4,15.0,72.0,50
492,Anodyne,11,2500,15,6.5,70.0,632
493,Anomaly: Korea,16,2100,3,6.4,64.0,164
489,Anno 1701,0,228,9,12.2,72.0,60
491,Anno 2070,17,1700,49,18.7,72.0,412
494,Anomaly: Warzone Earth - Mobile Campaign,15,1400,4,4.6,66.0,112
496,Anomaly: Warzone Earth,42,4100,23,12.4,68.0,632
497,Anonymous Notes: Chapter 1 - From The Abyss,0,18,0,16.7,55.0,7
498,Anonymous Notes: Chapter 2 - From The Abyss,1,9,1,26.7,55.0,2
499,Another Century's Episode 2,1,12,0,4.5,75.0,9
500,Another Century's Episode: R,0,14,0,5.0,30.0,5
501,Another Code: R - A Journey into Lost Memories,0,163,1,4.0,70.0,101
502,Another Code: Two Memories,2,273,10,2.6,72.0,441
503,Another World,8,1600,25,5.4,73.0,721
504,Anstoss 2,0,0,0,33.3,0.0,2
505,Anstoss 2 Gold,0,1,1,20.0,0.0,3
506,Anstoss 3,0,1,1,12.5,0.0,6
507,Ant War,0,0,0,0.0,0.0,2
508,Antarctic Adventure,1,23,1,12.3,61.0,41
510,Antichamber,55,5900,96,10.0,78.0,3200
511,Anticipation,0,15,0,9.8,63.0,22
512,Anvil of Dawn,0,70,1,3.2,80.0,20
513,Ao Oni,0,32,5,3.7,59.0,98
514,Apache Vs Havoc,0,1,0,0.0,0.0,0
515,Apache: Air Assault,0,33,0,5.1,67.0,4
517,APB: Reloaded,29,678,7,43.7,44.0,86
519,Ape Escape 2,7,448,9,2.8,78.0,382
518,Ape Escape,17,598,21,3.5,76.0,658
520,Ape Escape 3,4,261,7,2.0,82.0,220
521,Ape Escape: On the Loose,1,116,0,3.5,69.0,77
522,Aphelion Episode One: Graves of Earth,0,1,0,14.3,50.0,5
523,Apocalypse,1,72,0,3.1,68.0,85
524,Apollo Justice: Ace Attorney,5,801,28,1.2,79.0,1600
525,APOX,1,101,0,17.6,5.0,2
526,Aqua,3,456,0,7.6,60.0,28
527,Aqua Aqua,0,26,0,9.1,0.0,4
529,Aquanaut's Holiday: Hidden Memories,0,13,0,20.0,83.0,7
530,AquaNox,6,850,3,6.8,66.0,69
531,AquaNox 2: Revelation,4,813,2,5.8,74.0,57
532,Aquaria,14,3100,22,11.0,76.0,308
