gameId,name,polled,main,side,complete,fastest,slowest
131652,PC,6,3:50:0,0:0:0,3:2:0,2:55:0,4:13:0
131652,PlayStation 5,1,3:30:0,0:0:0,0:0:0,3:30:0,3:30:0
131652,Xbox Series X/S,1,0:0:0,0:0:0,4:0:0,4:0:0,4:0:0
131658,Nintendo Switch,2,20:0:0,19:48:0,0:0:0,19:48:0,20:0:0
131658,PC,9,30:33:0,55:8:0,0:0:0,3:47:0,120:34:0
131658,PlayStation 4,2,11:0:0,61:26:0,0:0:0,11:0:0,61:26:0
131658,PlayStation 5,12,59:12:0,106:28:0,40:0:0,5:0:0,254:46:0
131658,Xbox Series X/S,7,43:53:0,107:51:0,138:0:0,10:0:0,250:0:0
131659,PC,1,1:57:0,0:0:0,0:0:0,1:57:0,1:57:0
131662,PC,1,12:4:0,0:0:0,0:0:0,12:4:0,12:4:0
131689,Nintendo Switch,1,2:5:0,0:0:0,0:0:0,2:5:0,2:5:0
131689,PC,4,3:10:0,17:0:0,19:0:0,2:21:0,19:0:0
131691,PC,1,0:19:0,0:0:0,0:0:0,0:19:0,0:19:0
131698,PC,3,4:31:0,0:0:0,0:0:0,4:11:0,5:0:0
131699,PC,1,1:55:0,0:0:0,0:0:0,1:55:0,1:55:0
131733,PC,2,15:29:0,0:0:0,0:0:0,14:22:0,16:36:0
131736,PC,5,5:35:0,0:0:0,60:15:0,2:0:0,100:0:0
131739,PC,2,1:39:0,0:0:0,0:0:0,1:28:0,1:50:0
131746,Arcade,2,0:27:0,0:0:0,0:0:0,0:24:0,0:30:0
131749,PC,2,10:9:0,0:0:0,0:0:0,8:55:0,11:23:0
131751,PC,10,1:15:0,1:3:0,4:51:0,0:46:0,4:51:0
131758,PC,3,1:12:0,0:0:0,0:0:0,1:4:0,1:17:0
131762,PC,3,0:0:0,5:20:0,4:45:0,4:31:0,5:20:0
131765,PC,2,0:0:0,0:13:0,0:35:0,0:13:0,0:35:0
131773,PC,3,0:6:0,0:0:0,0:7:0,0:6:0,0:7:0
131776,PC,1,0:0:0,0:0:0,7:20:0,7:20:0,7:20:0
131777,Mobile,1,0:0:0,13:15:0,0:0:0,13:15:0,13:15:0
131777,PC,2,11:6:0,0:0:0,0:0:0,10:0:0,12:12:0
131779,PC,2,0:44:0,1:53:0,0:0:0,0:44:0,1:53:0
131786,PC,3,3:20:0,10:48:0,0:0:0,3:20:0,13:37:0
131797,PC,243,0:12:0,0:20:0,0:27:0,0:3:0,6:0:0
131802,PC,2,7:52:0,0:0:0,0:0:0,7:50:0,7:54:0
131803,PC,2,0:0:0,0:0:0,0:6:0,0:4:0,0:8:0
131804,PC,1,0:0:0,0:0:0,0:3:0,0:3:0,0:3:0
131816,PC,1,0:0:0,0:0:0,7:37:0,7:37:0,7:37:0
131817,PC,6,0:0:0,0:0:0,1:23:0,0:56:0,2:30:0
131818,PC,2,0:0:0,16:16:0,18:36:0,16:16:0,18:36:0
131822,PC,2,2:40:0,0:0:0,1:45:0,1:45:0,2:40:0
131824,PC,1,0:0:0,0:0:0,1:45:0,1:45:0,1:45:0
131827,PC,2,0:59:0,0:0:0,0:0:0,0:37:0,1:22:0
131841,PC,1,7:25:0,0:0:0,0:0:0,7:25:0,7:25:0
131842,PC,3,3:47:0,0:0:0,33:0:0,3:23:0,33:0:0
131843,PC,6,2:29:0,5:12:0,3:40:0,1:18:0,5:12:0
131845,Evercade,6,2:29:0,3:23:0,3:31:0,2:13:0,3:31:0
131845,Nintendo Switch,2,3:0:0,2:30:0,0:0:0,2:30:0,3:0:0
131845,PC,11,2:57:0,4:0:0,2:48:0,1:48:0,6:50:0
131845,Xbox Series X/S,1,2:16:0,0:0:0,0:0:0,2:16:0,2:16:0
131847,PC,1,0:0:0,0:0:0,15:35:0,15:35:0,15:35:0
131850,PC,1,1:10:0,0:0:0,0:0:0,1:10:0,1:10:0
131855,PC,5,7:57:0,10:30:0,11:56:0,7:36:0,12:0:0
131857,PC,3,1:0:0,2:0:0,3:0:0,1:0:0,3:0:0
131868,PC,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
131871,PC,4,8:0:0,9:30:0,11:0:0,8:0:0,12:0:0
131871,PlayStation 5,7,4:30:0,8:50:0,8:28:0,4:0:0,15:0:0
131871,Xbox Series X/S,4,7:40:0,11:0:0,13:0:0,6:21:0,13:0:0
131880,PC,2,11:48:0,12:12:0,0:0:0,11:48:0,12:12:0
131886,PC,2,0:0:0,0:0:0,0:3:0,0:2:0,0:5:0
131891,PC,1,0:0:0,0:0:0,0:10:0,0:10:0,0:10:0
131896,PC,2,0:58:0,0:0:0,0:0:0,0:55:0,1:1:0
131900,Mobile,1,74:0:0,0:0:0,0:0:0,74:0:0,74:0:0
131909,Nintendo Switch,1,0:0:0,9:30:0,0:0:0,9:30:0,9:30:0
131909,PC,1,5:30:0,0:0:0,0:0:0,5:30:0,5:30:0
131909,PlayStation 4,1,0:0:0,6:10:0,0:0:0,6:10:0,6:10:0
131909,PlayStation 5,1,0:0:0,8:30:0,0:0:0,8:30:0,8:30:0
131909,Xbox Series X/S,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
131911,Nintendo Switch,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
131911,PC,4,4:11:0,4:15:0,0:0:0,3:15:0,4:56:0
131912,PlayStation 5,1,2:30:0,0:0:0,0:0:0,2:30:0,2:30:0
131923,Arcade,2,0:21:0,0:0:0,0:0:0,0:17:0,0:26:0
131930,Nintendo Switch,5,6:50:0,5:0:0,10:0:0,5:0:0,10:0:0
131930,PC,24,7:34:0,7:40:0,8:27:0,5:9:0,11:18:0
131932,PC,2,0:50:0,0:0:0,0:0:0,0:27:0,1:14:0
131933,PC,2,0:22:0,0:0:0,0:0:0,0:19:0,0:25:0
131934,PC,6,4:20:0,4:18:0,2:50:0,2:50:0,5:0:0
131942,PC,3,0:8:0,0:0:0,0:12:0,0:8:0,0:15:0
131943,Mobile,2,0:0:0,35:0:0,0:0:0,35:0:0,35:0:0
131943,PC,2,0:0:0,34:27:0,0:0:0,30:0:0,38:55:0
131956,PC,1,0:30:0,0:0:0,0:0:0,0:30:0,0:30:0
131974,PC,7,1:18:0,1:59:0,3:18:0,1:0:0,3:18:0
131988,PC,12,2:17:0,1:30:0,2:32:0,1:0:0,4:0:0
131996,PC,1,0:40:0,0:0:0,0:0:0,0:40:0,0:40:0
132002,PC,39,4:29:0,5:48:0,9:16:0,1:59:0,12:45:0
132013,PC,3,0:0:0,0:0:0,6:47:0,5:6:0,10:0:0
132018,PC,1,0:0:0,16:42:0,0:0:0,16:42:0,16:42:0
132023,PC,4,0:30:0,7:30:0,13:30:0,0:30:0,13:30:0
132023,PlayStation 5,3,0:43:0,9:42:0,14:1:0,0:43:0,14:1:0
132023,Xbox Series X/S,1,0:42:0,0:0:0,0:0:0,0:42:0,0:42:0
132027,Emulated,2,0:0:0,3:30:0,4:0:0,3:30:0,4:0:0
132027,Game Boy Advance,1,0:0:0,6:24:0,0:0:0,6:24:0,6:24:0
132032,Nintendo Switch,1,2:50:0,0:0:0,0:0:0,2:50:0,2:50:0
132032,PC,3,2:48:0,4:0:0,0:0:0,2:0:0,4:0:0
132038,PC,4,3:0:0,1:21:0,2:48:0,1:21:0,4:0:0
132046,PC,2,7:45:0,27:4:0,0:0:0,7:45:0,27:4:0
132060,PC,2,2:15:0,0:0:0,0:0:0,2:0:0,2:30:0
132074,PC,14,4:57:0,4:7:0,3:52:0,2:43:0,6:30:0
132078,PC,2,1:40:0,3:18:0,0:0:0,1:40:0,3:18:0
132078,PlayStation 4,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
132078,PlayStation 5,1,0:0:0,0:0:0,24:0:0,24:0:0,24:0:0
132078,Xbox Series X/S,1,0:0:0,7:3:0,0:0:0,7:3:0,7:3:0
132086,PC,29,5:42:0,8:40:0,12:25:0,3:50:0,17:0:0
132088,PC,12,2:41:0,5:0:0,0:0:0,1:42:0,6:55:0
132098,PC,4,0:54:0,0:0:0,1:22:0,0:38:0,1:35:0
132100,PC,5,0:48:0,0:0:0,0:0:0,0:27:0,1:33:0
132110,PC,4,1:41:0,2:40:0,1:58:0,1:32:0,2:40:0
132112,Mobile,11,5:0:0,0:0:0,0:0:0,1:29:0,9:45:0
132112,Nintendo Switch,60,8:22:0,43:18:0,280:0:0,2:0:0,310:0:0
132112,PC,323,7:22:0,41:23:0,167:46:0,1:30:0,357:0:0
132112,PlayStation 4,2,6:0:0,0:0:0,0:0:0,5:0:0,7:0:0
132112,PlayStation 5,20,6:43:0,35:46:0,390:0:0,2:33:0,390:0:0
132112,Xbox One,1,7:28:0,0:0:0,0:0:0,7:28:0,7:28:0
132112,Xbox Series X/S,9,6:44:0,76:10:0,0:0:0,2:0:0,77:20:0
132118,Nintendo Switch,2,0:0:0,24:12:0,0:0:0,16:0:0,32:25:0
132118,PC,2,0:0:0,26:47:0,0:0:0,23:52:0,29:42:0
132119,Atari 2600,2,0:0:0,0:0:0,1:7:0,1:0:0,1:14:0
132120,PC,1,0:0:0,0:0:0,0:54:0,0:54:0,0:54:0
132120,Xbox One,1,0:0:0,0:0:0,1:15:0,1:15:0,1:15:0
132128,PC,1,1:4:0,0:0:0,0:0:0,1:4:0,1:4:0
132131,PC,9,6:3:0,7:31:0,25:55:0,3:25:0,31:0:0
132131,PlayStation 5,2,3:0:0,10:0:0,0:0:0,3:0:0,10:0:0
132131,Xbox One,2,3:0:0,0:0:0,14:0:0,3:0:0,14:0:0
132131,Xbox Series X/S,3,4:38:0,7:3:0,0:0:0,4:38:0,8:7:0
132134,PlayStation 5,1,0:0:0,19:9:0,0:0:0,19:9:0,19:9:0
132135,PC,1,3:21:0,0:0:0,0:0:0,3:21:0,3:21:0
132135,Xbox Series X/S,1,4:6:0,0:0:0,0:0:0,4:6:0,4:6:0
132138,PlayStation 4,1,0:33:0,0:0:0,0:0:0,0:33:0,0:33:0
132139,PC,1,2:15:0,0:0:0,0:0:0,2:15:0,2:15:0
132148,PC,3,50:0:0,70:0:0,85:0:0,50:0:0,85:0:0
132150,Emulated,1,0:0:0,0:0:0,3:26:0,3:26:0,3:26:0
132150,Nintendo DS,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
132151,PlayStation 5,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
132160,PC,3,0:26:0,0:0:0,0:0:0,0:23:0,0:32:0
132164,PC,257,5:20:0,6:28:0,7:4:0,3:0:0,16:53:0
132167,PC,5,5:33:0,0:0:0,0:0:0,4:28:0,6:52:0
132176,PC,3,2:56:0,9:10:0,0:0:0,2:53:0,9:10:0
132175,PC,1,0:22:0,0:0:0,0:0:0,0:22:0,0:22:0
132177,PC,3,5:0:0,6:0:0,7:0:0,5:0:0,7:0:0
132180,Nintendo Switch,4,4:44:0,8:0:0,12:0:0,2:28:0,12:0:0
132180,PC,4,3:32:0,0:0:0,0:0:0,2:0:0,5:1:0
132180,PlayStation 5,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
132183,PC,3,1:16:0,0:0:0,0:0:0,1:13:0,1:22:0
132190,PlayStation,2,0:0:0,36:0:0,69:0:0,36:0:0,69:0:0
132192,PC,2,0:0:0,0:0:0,3:33:0,2:54:0,4:12:0
132193,PC,5,1:21:0,1:26:0,0:0:0,1:11:0,1:50:0
132195,PC,8,0:17:0,0:0:0,0:14:0,0:10:0,0:23:0
132197,PC,2,0:0:0,2:39:0,0:0:0,2:34:0,2:45:0
132198,PC,2,1:53:0,0:0:0,0:0:0,1:48:0,1:58:0
132199,Nintendo Switch,1,5:7:0,0:0:0,0:0:0,5:7:0,5:7:0
132201,PC,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
132203,PC,2,0:0:0,0:33:0,0:0:0,0:23:0,0:44:0
132206,PC,3,0:13:0,0:0:0,0:25:0,0:8:0,0:43:0
132208,PC,4,99:25:0,150:0:0,254:0:0,98:50:0,254:0:0
132209,PC,2,10:0:0,0:0:0,30:0:0,10:0:0,30:0:0
132210,PC,1,1:41:0,0:0:0,0:0:0,1:41:0,1:41:0
132218,PlayStation 5,1,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
132222,PlayStation 5,1,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
132244,PlayStation 5,1,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
132246,PlayStation 5,1,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
132248,PlayStation 5,1,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
132249,PlayStation 5,2,0:0:0,0:0:0,0:1:0,0:1:0,0:1:0
132252,PC,6,3:51:0,14:30:0,28:24:0,3:23:0,28:24:0
132260,PC,6,10:58:0,14:26:0,0:0:0,10:58:0,17:0:0
132273,PC,16,64:35:0,77:9:0,87:45:0,49:57:0,119:55:0
132278,PC,4,3:13:0,7:45:0,25:42:0,1:40:0,25:42:0
132280,PC,1,0:0:0,0:0:0,0:40:0,0:40:0,0:40:0
132283,PC,3,0:17:0,0:0:0,0:20:0,0:17:0,0:24:0
132289,PC,16,5:13:0,9:29:0,43:21:0,1:0:0,45:42:0
132291,PC,1,0:0:0,0:0:0,5:0:0,5:0:0,5:0:0
132299,PC,2,0:0:0,0:0:0,0:17:0,0:12:0,0:22:0
132300,PC,5,24:0:0,50:0:0,120:30:0,20:0:0,140:0:0
132319,PC,1,12:45:0,0:0:0,0:0:0,12:45:0,12:45:0
132321,PC,1,0:45:0,0:0:0,0:0:0,0:45:0,0:45:0
132320,PC,43,17:34:0,24:41:0,33:53:0,12:31:0,80:0:0
132322,Nintendo Switch,2,0:0:0,15:0:0,0:0:0,10:0:0,20:0:0
132322,PC,4,5:0:0,11:12:0,0:0:0,5:0:0,16:30:0
132326,PC,1,4:6:0,0:0:0,0:0:0,4:6:0,4:6:0
132330,PC,2,8:54:0,0:0:0,27:11:0,8:54:0,27:11:0
132336,PC,1,0:0:0,0:0:0,5:30:0,5:30:0,5:30:0
132345,PC,2,0:0:0,0:0:0,1:27:0,1:24:0,1:31:0
132347,PC,3,0:0:0,7:29:0,9:56:0,7:29:0,11:51:0
132348,PC,1,0:0:0,44:0:0,0:0:0,44:0:0,44:0:0
132350,PC,5,3:0:0,5:24:0,4:45:0,3:0:0,6:0:0
132351,PC,2,5:38:0,0:0:0,0:0:0,5:17:0,6:0:0
132358,Nintendo Switch,1,0:0:0,0:0:0,5:22:0,5:22:0,5:22:0
132358,PC,2,5:15:0,0:0:0,0:0:0,5:0:0,5:30:0
132357,PC,1,0:0:0,21:0:0,0:0:0,21:0:0,21:0:0
132364,PC,3,0:0:0,14:46:0,19:17:0,14:23:0,19:17:0
132371,PC,6,20:37:0,28:0:0,49:3:0,18:41:0,55:36:0
132372,PC,1,0:0:0,6:54:0,0:0:0,6:54:0,6:54:0
132376,PC,11,1:17:0,1:10:0,1:29:0,0:59:0,1:43:0
132377,PC,3,0:0:0,0:0:0,1:13:0,0:47:0,1:34:0
132381,PC,2,0:0:0,0:0:0,4:48:0,4:15:0,5:21:0
132385,Nintendo Switch,1,0:0:0,0:0:0,39:0:0,39:0:0,39:0:0
132385,PC,32,21:3:0,24:28:0,33:10:0,17:35:0,42:0:0
132385,PlayStation 5,1,0:0:0,24:50:0,0:0:0,24:50:0,24:50:0
132386,Nintendo Switch,39,4:25:0,5:15:0,7:22:0,3:14:0,12:0:0
132387,PC,6,9:4:0,12:0:0,23:0:0,7:51:0,23:0:0
132392,Browser,5,0:8:0,0:19:0,0:27:0,0:6:0,0:27:0
132409,PC,2,0:25:0,0:0:0,2:15:0,0:25:0,2:15:0
132410,PC,37,0:16:0,0:38:0,0:27:0,0:10:0,0:52:0
132411,PC,40,1:29:0,1:39:0,1:55:0,1:0:0,3:50:0
132415,PC,2,0:0:0,0:0:0,1:24:0,1:22:0,1:26:0
132417,PC,5,0:0:0,0:0:0,0:52:0,0:43:0,1:11:0
132418,PC,10,0:40:0,0:50:0,1:6:0,0:40:0,1:31:0
132419,PC,5,4:35:0,14:15:0,20:1:0,4:35:0,20:1:0
132421,PC,32,4:46:0,4:48:0,5:15:0,2:30:0,8:0:0
132421,PlayStation 5,5,2:59:0,0:0:0,4:0:0,2:11:0,4:2:0
132421,Xbox Series X/S,3,4:0:0,4:6:0,0:0:0,4:0:0,4:12:0
132422,PC,8,2:38:0,2:0:0,0:0:0,1:0:0,8:3:0
132429,PC,41,47:32:0,59:23:0,0:0:0,25:0:0,145:0:0
132429,PlayStation 5,8,50:20:0,153:0:0,0:0:0,40:0:0,500:0:0
132436,PC,1,6:0:0,0:0:0,0:0:0,6:0:0,6:0:0
132441,PC,7,5:25:0,8:30:0,26:0:0,3:0:0,42:0:0
132443,PC,20,0:51:0,1:1:0,0:53:0,0:38:0,1:30:0
132446,Nintendo Switch,1,0:0:0,0:24:0,0:0:0,0:24:0,0:24:0
132446,PC,52,0:14:0,0:18:0,0:23:0,0:4:0,3:47:0
132447,PC,1,0:0:0,0:0:0,5:54:0,5:54:0,5:54:0
132451,PC,3,0:30:0,0:0:0,0:51:0,0:26:0,0:51:0
132472,PC,1,0:0:0,0:0:0,38:26:0,38:26:0,38:26:0
132482,PC,22,5:9:0,11:59:0,16:21:0,3:0:0,29:0:0
132492,PC,2,0:0:0,0:0:0,0:27:0,0:25:0,0:30:0
132496,PC,2,0:0:0,0:44:0,0:44:0,0:44:0,0:44:0
132498,Nintendo Switch,1,0:58:0,0:0:0,0:0:0,0:58:0,0:58:0
132498,PC,3,1:17:0,1:45:0,0:0:0,1:0:0,1:45:0
132502,Nintendo Switch,1,0:35:0,0:0:0,0:0:0,0:35:0,0:35:0
132502,PC,3,0:37:0,0:0:0,0:0:0,0:30:0,0:42:0
132502,PlayStation 5,1,0:0:0,20:0:0,0:0:0,20:0:0,20:0:0
132503,Nintendo Switch,2,1:27:0,0:0:0,0:0:0,1:25:0,1:28:0
132505,PC,7,1:47:0,0:0:0,2:27:0,1:35:0,4:0:0
132505,PlayStation 5,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
132505,Xbox Series X/S,1,2:4:0,0:0:0,0:0:0,2:4:0,2:4:0
132506,PC,3,0:19:0,0:0:0,0:39:0,0:19:0,0:43:0
132508,PC,2,0:56:0,0:0:0,0:0:0,0:52:0,1:0:0
132510,PC,3,0:0:0,0:0:0,1:0:0,0:30:0,1:58:0
132513,PC,1,0:0:0,1:30:0,0:0:0,1:30:0,1:30:0
132515,PC,19,1:38:0,0:0:0,2:14:0,1:23:0,3:30:0
132519,Nintendo Switch,1,0:0:0,0:0:0,14:30:0,14:30:0,14:30:0
132519,PC,6,5:41:0,13:0:0,16:53:0,5:20:0,19:30:0
132519,PlayStation 5,1,0:0:0,0:0:0,17:0:0,17:0:0,17:0:0
132521,PC,1,3:20:0,0:0:0,0:0:0,3:20:0,3:20:0
132527,PC,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
132541,PC,1,0:20:0,0:0:0,0:0:0,0:20:0,0:20:0
132542,PC,1,0:40:0,0:0:0,0:0:0,0:40:0,0:40:0
132542,PC VR,1,0:40:0,0:0:0,0:0:0,0:40:0,0:40:0
132547,PC,3,0:17:0,0:0:0,0:39:0,0:17:0,0:44:0
132548,PC,2,0:16:0,0:0:0,0:33:0,0:16:0,0:33:0
132556,Browser,1,0:11:0,0:0:0,0:0:0,0:11:0,0:11:0
132568,PC,1,24:6:0,0:0:0,0:0:0,24:6:0,24:6:0
132569,PC,3,0:31:0,0:0:0,0:33:0,0:30:0,0:33:0
132570,NES,1,0:36:0,0:0:0,0:0:0,0:36:0,0:36:0
132589,PC,3,0:30:0,0:23:0,0:23:0,0:23:0,0:30:0
132596,PC,1,4:29:0,0:0:0,0:0:0,4:29:0,4:29:0
132596,Xbox Series X/S,1,0:0:0,0:0:0,0:50:0,0:50:0,0:50:0
132597,PC,1,0:0:0,0:0:0,1:3:0,1:3:0,1:3:0
132603,PC,2,0:51:0,0:0:0,0:0:0,0:42:0,1:0:0
132604,PC,2,0:0:0,3:12:0,0:0:0,3:0:0,3:25:0
132607,PC,3,0:37:0,0:35:0,0:0:0,0:31:0,0:44:0
132615,PC,1,2:36:0,0:0:0,0:0:0,2:36:0,2:36:0
132618,PC,3,0:0:0,0:0:0,0:21:0,0:15:0,0:25:0
132639,PC,3,6:47:0,11:56:0,0:0:0,6:47:0,13:3:0
132639,PlayStation 5,1,8:40:0,0:0:0,0:0:0,8:40:0,8:40:0
132639,Xbox Series X/S,1,15:36:0,0:0:0,0:0:0,15:36:0,15:36:0
132645,PC,1,0:0:0,6:3:0,0:0:0,6:3:0,6:3:0
132647,PC,1,1:13:0,0:0:0,0:0:0,1:13:0,1:13:0
132655,PC,52,5:18:0,5:28:0,8:57:0,3:0:0,29:15:0
132656,PC,3,0:0:0,0:0:0,0:38:0,0:23:0,1:0:0
132657,Nintendo Switch,2,13:0:0,38:0:0,0:0:0,13:0:0,38:0:0
132657,PC,15,7:50:0,10:0:0,96:18:0,1:30:0,96:18:0
132657,Xbox Series X/S,2,0:0:0,0:0:0,35:0:0,30:0:0,40:0:0
132659,PC,2,32:52:0,0:0:0,0:0:0,26:0:0,39:45:0
132660,PC,8,1:50:0,3:23:0,5:24:0,1:14:0,5:25:0
132660,PlayStation 5,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
132660,Xbox Series X/S,1,0:0:0,0:0:0,3:50:0,3:50:0,3:50:0
132675,PC,2,0:0:0,0:0:0,0:21:0,0:14:0,0:29:0
132676,PC,2,11:0:0,0:0:0,16:0:0,11:0:0,16:0:0
132689,PC,157,5:17:0,7:6:0,12:25:0,2:50:0,18:42:0
132689,PlayStation 4,6,5:33:0,6:20:0,0:0:0,4:46:0,6:20:0
132689,PlayStation 5,63,5:25:0,6:33:0,56:0:0,3:12:0,100:0:0
132689,Xbox One,5,5:13:0,6:52:0,9:45:0,3:27:0,9:45:0
132689,Xbox Series X/S,72,5:52:0,6:54:0,0:0:0,2:54:0,10:0:0
132693,Mobile,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
132693,PC,1,0:0:0,0:0:0,1:1:0,1:1:0,1:1:0
132707,PC,1,0:0:0,18:0:0,0:0:0,18:0:0,18:0:0
132710,PC,1,0:0:0,0:0:0,1:5:0,1:5:0,1:5:0
132711,PC,11,7:28:0,6:44:0,9:25:0,4:35:0,10:3:0
132713,PC,21,1:18:0,3:22:0,5:51:0,0:23:0,7:12:0
132714,PC,1,0:0:0,0:0:0,0:52:0,0:52:0,0:52:0
132718,PC,1,10:40:0,0:0:0,0:0:0,10:40:0,10:40:0
132722,PC,2,0:22:0,0:0:0,0:27:0,0:22:0,0:27:0
132735,PC,1,0:42:0,0:0:0,0:0:0,0:42:0,0:42:0
132742,PC,2,1:40:0,0:0:0,0:0:0,1:20:0,2:0:0
132766,Nintendo Switch,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
132766,PC,48,2:6:0,2:31:0,2:20:0,1:12:0,4:0:0
132766,PlayStation 5,2,4:22:0,0:0:0,0:0:0,3:45:0,5:0:0
132766,Xbox Series X/S,9,2:4:0,2:57:0,3:0:0,1:37:0,3:21:0
132781,PC,1,0:0:0,0:0:0,3:20:0,3:20:0,3:20:0
132786,PC,12,1:50:0,1:45:0,2:32:0,1:1:0,4:0:0
132789,Nintendo Switch,1,4:35:0,0:0:0,0:0:0,4:35:0,4:35:0
132791,PC,46,4:30:0,6:30:0,6:45:0,3:0:0,10:0:0
132791,PlayStation 5,2,7:30:0,0:0:0,0:0:0,7:0:0,8:0:0
132791,Xbox Series X/S,9,4:20:0,6:19:0,0:0:0,3:31:0,7:20:0
132797,PC,2,0:0:0,8:0:0,11:43:0,8:0:0,11:43:0
132797,PlayStation 5,1,0:0:0,0:0:0,8:0:0,8:0:0,8:0:0
132801,Nintendo Switch,4,4:30:0,6:20:0,0:0:0,4:0:0,6:20:0
132801,PC,30,4:44:0,5:48:0,9:56:0,2:38:0,12:0:0
132801,PlayStation 5,21,5:41:0,13:15:0,10:20:0,4:0:0,20:0:0
132801,Xbox Series X/S,6,5:48:0,12:3:0,0:0:0,3:35:0,12:3:0
132805,PC,1,0:0:0,0:0:0,0:43:0,0:43:0,0:43:0
132807,Nintendo Switch,1,0:0:0,0:0:0,0:15:0,0:15:0,0:15:0
132809,PC,2,0:0:0,45:54:0,10:30:0,10:30:0,45:54:0
132817,PC,21,1:57:0,2:48:0,3:14:0,1:30:0,5:48:0
132850,PC,1,0:0:0,0:0:0,0:28:0,0:28:0,0:28:0
132868,PC,1,0:0:0,0:0:0,1:0:0,1:0:0,1:0:0
132890,PC,2,0:0:0,0:0:0,0:28:0,0:25:0,0:32:0
132891,PC,1,0:0:0,0:0:0,0:16:0,0:16:0,0:16:0
132897,PC,1,0:9:0,0:0:0,0:0:0,0:9:0,0:9:0
132917,PC,3,1:2:0,0:0:0,1:31:0,1:2:0,2:0:0
132919,PC,1,1:1:0,0:0:0,0:0:0,1:1:0,1:1:0
132922,PC,1,0:0:0,0:0:0,0:12:0,0:12:0,0:12:0
132923,PC,1,0:40:0,0:0:0,0:0:0,0:40:0,0:40:0
132926,PC,13,7:4:0,8:54:0,11:13:0,4:6:0,18:42:0
132928,PC,1,1:30:0,0:0:0,0:0:0,1:30:0,1:30:0
132955,PC,6,5:18:0,5:48:0,0:0:0,0:18:0,10:30:0
132959,PC,1,14:0:0,0:0:0,0:0:0,14:0:0,14:0:0
132962,Nintendo Switch,2,3:21:0,5:10:0,0:0:0,3:21:0,5:10:0
132962,PC,3,3:26:0,4:33:0,0:0:0,3:26:0,4:54:0
133001,PlayStation 4,1,0:33:0,0:0:0,0:0:0,0:33:0,0:33:0
133001,PlayStation 5,2,0:27:0,5:0:0,0:0:0,0:27:0,5:0:0
133001,PlayStation Vita,1,0:0:0,0:30:0,0:0:0,0:30:0,0:30:0
133024,PC,1,0:0:0,0:0:0,0:16:0,0:16:0,0:16:0
133054,NEC PC-98,1,0:0:0,0:0:0,0:32:0,0:32:0,0:32:0
133101,PC,1,12:17:0,0:0:0,0:0:0,12:17:0,12:17:0
133111,PC,14,1:0:0,2:24:0,6:39:0,0:30:0,10:0:0
133115,Mobile,7,42:43:0,650:7:0,0:0:0,14:44:0,650:7:0
133120,PC,7,5:46:0,0:0:0,11:30:0,3:5:0,16:0:0
133121,PC,2,2:22:0,0:0:0,0:0:0,2:10:0,2:34:0
133128,PC,6,0:35:0,0:29:0,0:33:0,0:22:0,0:57:0
133131,PC,2,0:0:0,0:0:0,0:55:0,0:51:0,1:0:0
133138,PC,1,0:0:0,0:0:0,0:27:0,0:27:0,0:27:0
133139,PC,3,0:0:0,0:0:0,0:42:0,0:21:0,1:0:0
133141,Nintendo Switch,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
133170,PC,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
133258,PC,1,0:0:0,0:0:0,4:25:0,4:25:0,4:25:0
133291,PC,4,0:6:0,0:0:0,0:6:0,0:4:0,0:8:0
133326,Playdate,1,2:0:0,0:0:0,0:0:0,2:0:0,2:0:0
133327,PC,1,0:0:0,0:0:0,0:15:0,0:15:0,0:15:0
133415,PC,17,1:43:0,0:0:0,1:22:0,0:11:0,3:0:0
133419,PC,1,0:0:0,0:0:0,1:41:0,1:41:0,1:41:0
133458,Nintendo Switch,1,0:0:0,0:0:0,216:56:0,216:56:0,216:56:0
133524,Emulated,1,3:13:0,0:0:0,0:0:0,3:13:0,3:13:0
133525,PC,3,1:7:0,0:0:0,0:0:0,0:45:0,1:20:0
133527,PC,1,20:54:0,0:0:0,0:0:0,20:54:0,20:54:0
133536,Nintendo Switch,5,4:15:0,0:0:0,7:11:0,3:30:0,9:5:0
