gameId,name,polled,main,side,complete,fastest,slowest
9079,Dreamcast,6,3:47:0,4:57:0,30:0:0,3:15:0,30:0:0
9079,Emulated,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
9079,PlayStation,16,5:12:0,9:0:0,21:30:0,2:34:0,30:0:0
9080,Dreamcast,8,6:24:0,6:26:0,7:52:0,5:14:0,10:0:0
9080,Emulated,4,5:8:0,5:32:0,7:23:0,5:7:0,7:23:0
9080,Game Boy Color,3,9:27:0,7:30:0,0:0:0,5:55:0,13:0:0
9080,Nintendo 64,32,7:26:0,10:7:0,11:28:0,3:44:0,20:15:0
9080,Nintendo Switch,44,4:24:0,4:36:0,5:13:0,2:23:0,10:0:0
9080,PC,82,5:24:0,5:58:0,7:51:0,2:55:0,15:15:0
9080,PlayStation,1,12:0:0,0:0:0,0:0:0,12:0:0,12:0:0
9080,PlayStation 4,29,4:18:0,4:43:0,6:56:0,2:30:0,14:0:0
9080,PlayStation 5,4,0:0:0,0:0:0,4:54:0,4:0:0,6:7:0
9080,Xbox One,15,4:38:0,5:8:0,6:56:0,3:0:0,11:19:0
9080,Xbox Series X/S,10,3:26:0,5:26:0,6:6:0,3:26:0,8:0:0
9081,PC,18,7:42:0,8:8:0,6:40:0,5:0:0,10:0:0
9081,PlayStation,24,9:32:0,10:24:0,8:48:0,4:51:0,16:5:0
9081,PlayStation 5,1,0:0:0,0:0:0,11:0:0,11:0:0,11:0:0
9083,Emulated,6,4:35:0,0:0:0,0:0:0,3:29:0,6:1:0
9083,Game Boy Advance,18,3:33:0,5:20:0,0:0:0,1:33:0,6:0:0
9083,Nintendo DS,15,4:47:0,5:12:0,5:19:0,3:0:0,7:0:0
9083,PlayStation 2,66,5:7:0,6:38:0,9:5:0,3:0:0,15:0:0
9083,PlayStation 3,1,4:56:0,0:0:0,0:0:0,4:56:0,4:56:0
9083,Xbox,18,4:40:0,5:49:0,0:0:0,3:40:0,6:22:0
9083,Xbox 360,1,0:0:0,6:10:0,0:0:0,6:10:0,6:10:0
9083,Xbox One,1,4:46:0,0:0:0,0:0:0,4:46:0,4:46:0
9083,Xbox Series X/S,1,0:0:0,12:0:0,0:0:0,12:0:0,12:0:0
9084,PC,4,0:0:0,1157:0:0,1000:0:0,500:0:0,1971:0:0
9085,Nintendo GameCube,5,12:0:0,15:0:0,22:0:0,10:0:0,22:0:0
9085,Nintendo Switch,16,16:20:0,19:13:0,15:0:0,11:0:0,25:14:0
9085,PC,279,12:46:0,16:51:0,19:11:0,7:0:0,37:0:0
9085,PlayStation 4,4,10:0:0,0:0:0,14:47:0,8:0:0,17:35:0
9085,PlayStation 5,1,0:0:0,0:0:0,21:0:0,21:0:0,21:0:0
9085,Xbox,5,11:43:0,23:20:0,0:0:0,10:17:0,35:0:0
9086,PC,210,9:0:0,10:44:0,13:18:0,4:14:0,32:15:0
9087,Nintendo Switch,16,10:1:0,15:25:0,15:0:0,5:3:0,20:46:0
9087,PC,397,10:9:0,11:19:0,13:43:0,4:45:0,29:0:0
9087,PlayStation 4,11,10:50:0,13:30:0,18:19:0,10:0:0,24:0:0
9087,Xbox,16,10:13:0,13:45:0,15:30:0,7:20:0,23:0:0
9087,Xbox One,5,10:0:0,12:36:0,0:0:0,10:0:0,14:30:0
9088,PC,115,8:21:0,10:1:0,11:5:0,2:7:0,29:44:0
9090,PlayStation 2,9,2:36:0,6:40:0,0:0:0,1:45:0,15:0:0
9090,PlayStation 3,1,2:52:0,0:0:0,0:0:0,2:52:0,2:52:0
9090,PlayStation 4,21,2:43:0,3:11:0,12:0:0,0:54:0,23:0:0
9090,PlayStation 5,4,2:0:0,0:0:0,0:0:0,1:45:0,2:30:0
9092,Emulated,2,4:56:0,0:0:0,0:0:0,4:48:0,5:3:0
9092,Nintendo GameCube,54,6:25:0,8:48:0,18:45:0,2:46:0,25:0:0
9092,Wii,1,8:6:0,0:0:0,0:0:0,8:6:0,8:6:0
9093,Nintendo GameCube,23,5:40:0,8:59:0,8:0:0,3:3:0,20:0:0
9093,Wii,1,3:42:0,0:0:0,0:0:0,3:42:0,3:42:0
9094,Arcade,11,0:34:0,0:0:0,3:13:0,0:22:0,6:0:0
9095,Emulated,1,3:0:0,0:0:0,0:0:0,3:0:0,3:0:0
9095,Game Boy Advance,18,3:25:0,4:0:0,4:6:0,2:0:0,5:30:0
9098,PC,267,7:26:0,18:5:0,54:25:0,2:0:0,100:0:0
9098,PlayStation 2,107,8:33:0,26:37:0,59:56:0,2:50:0,220:0:0
9098,PlayStation Portable,7,9:30:0,14:51:0,50:0:0,1:0:0,50:0:0
9098,Xbox,20,8:53:0,14:4:0,61:30:0,5:0:0,150:0:0
9098,Xbox 360,8,9:20:0,18:0:0,40:0:0,8:0:0,50:0:0
9098,Xbox One,3,5:21:0,0:0:0,0:0:0,3:10:0,6:55:0
9097,PC,91,6:24:0,14:50:0,15:13:0,1:18:0,40:23:0
9097,PlayStation 2,50,8:19:0,13:54:0,20:6:0,3:10:0,50:0:0
9097,Xbox,26,7:34:0,13:7:0,13:0:0,2:35:0,20:0:0
9097,Xbox 360,5,7:38:0,15:0:0,20:0:0,5:0:0,20:0:0
9097,Xbox One,5,5:34:0,0:0:0,0:0:0,2:36:0,15:10:0
9097,Xbox Series X/S,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
9099,Emulated,3,9:0:0,0:0:0,0:0:0,7:5:0,12:48:0
9099,Nintendo GameCube,16,8:9:0,14:33:0,9:17:0,5:26:0,19:0:0
9099,PC,5,6:0:0,9:57:0,23:0:0,5:56:0,23:0:0
9099,PlayStation 2,11,7:16:0,8:10:0,14:21:0,6:48:0,19:38:0
9099,PlayStation 3,1,7:38:0,0:0:0,0:0:0,7:38:0,7:38:0
9099,PlayStation 4,10,6:16:0,14:30:0,8:45:0,4:11:0,19:0:0
9099,PlayStation 5,3,7:38:0,7:7:0,0:0:0,5:17:0,10:0:0
9101,Dreamcast,1,0:0:0,0:0:0,4:0:0,4:0:0,4:0:0
9101,PlayStation,3,0:0:0,20:0:0,20:0:0,20:0:0,20:0:0
9101,PlayStation 5,1,45:0:0,0:0:0,0:0:0,45:0:0,45:0:0
9100,Emulated,1,0:0:0,17:40:0,0:0:0,17:40:0,17:40:0
9100,Nintendo Switch,2,9:0:0,11:0:0,0:0:0,9:0:0,11:0:0
9100,PC,300,8:37:0,10:49:0,15:13:0,4:27:0,50:0:0
9100,PlayStation,5,10:12:0,0:0:0,0:0:0,9:0:0,12:31:0
9100,PlayStation 5,4,9:30:0,9:25:0,8:5:0,7:0:0,12:0:0
9100,Xbox Series X/S,1,7:1:0,0:0:0,0:0:0,7:1:0,7:1:0
9102,PC,1,0:0:0,0:0:0,9:28:0,9:28:0,9:28:0
9103,PC,30,15:36:0,27:47:0,40:20:0,8:45:0,46:0:0
9104,PC,9,7:9:0,10:30:0,30:0:0,6:38:0,40:0:0
9105,Nintendo 64,12,4:26:0,9:0:0,12:0:0,2:53:0,12:0:0
9105,PC,5,3:51:0,4:30:0,0:0:0,1:33:0,6:0:0
9106,PC,1,40:0:0,0:0:0,0:0:0,40:0:0,40:0:0
9108,PC,5,10:0:0,25:28:0,15:0:0,10:0:0,40:2:0
9107,PC,12,19:19:0,20:33:0,45:1:0,15:0:0,65:3:0
9109,Atari 2600,2,0:25:0,0:0:0,0:0:0,0:20:0,0:30:0
9110,PlayStation 2,9,5:19:0,7:33:0,7:15:0,5:0:0,10:0:0
9110,PlayStation 3,1,5:25:0,0:0:0,0:0:0,5:25:0,5:25:0
9110,PlayStation 4,2,0:0:0,8:0:0,0:0:0,8:0:0,8:0:0
9110,PlayStation 5,1,4:35:0,0:0:0,0:0:0,4:35:0,4:35:0
9110,Xbox,5,6:10:0,0:0:0,8:0:0,4:48:0,8:0:0
9110,Xbox One,5,6:33:0,6:30:0,0:0:0,4:49:0,7:55:0
9111,Emulated,3,26:0:0,35:30:0,0:0:0,26:0:0,36:0:0
9111,Mobile,44,23:9:0,36:35:0,51:50:0,14:0:0,68:50:0
9111,Nintendo Switch,66,28:24:0,40:17:0,44:38:0,20:0:0,100:13:0
9111,PC,1200,29:33:0,37:12:0,50:14:0,7:16:0,215:12:0
9111,Xbox,160,31:8:0,39:47:0,51:51:0,9:35:0,100:15:0
9111,Xbox 360,12,35:0:0,43:0:0,34:14:0,24:0:0,86:24:0
9111,Xbox One,33,29:56:0,37:0:0,59:26:0,10:45:0,100:0:0
9111,Xbox Series X/S,12,30:50:0,35:7:0,57:49:0,19:1:0,71:33:0
9113,Nintendo DS,9,6:13:0,5:30:0,7:0:0,4:58:0,9:19:0
9113,PlayStation Portable,12,6:10:0,0:0:0,10:28:0,4:59:0,10:28:0
9112,Mobile,2,0:0:0,42:43:0,0:0:0,40:0:0,45:26:0
9112,Nintendo Switch,7,25:58:0,42:43:0,0:0:0,15:0:0,65:0:0
9112,PC,705,31:17:0,41:30:0,56:28:0,14:5:0,162:0:0
9112,Xbox,72,32:3:0,41:37:0,52:19:0,25:0:0,100:0:0
9112,Xbox 360,8,48:30:0,55:37:0,42:35:0,35:45:0,66:0:0
9112,Xbox One,3,33:26:0,72:44:0,50:0:0,33:26:0,72:44:0
9112,Xbox Series X/S,5,31:45:0,38:9:0,0:0:0,31:31:0,42:32:0
9114,PlayStation,8,0:22:0,2:0:0,20:0:0,0:9:0,20:0:0
9115,Xbox,23,6:33:0,7:35:0,11:15:0,4:21:0,15:0:0
9116,3DO,3,2:17:0,0:0:0,0:0:0,1:18:0,3:45:0
9116,PC,24,3:53:0,0:0:0,5:0:0,1:30:0,7:55:0
9116,Sega CD,2,2:4:0,0:0:0,3:38:0,2:4:0,3:38:0
9117,Emulated,1,1:47:0,0:0:0,0:0:0,1:47:0,1:47:0
9117,PC,22,2:50:0,6:45:0,6:0:0,0:45:0,6:45:0
9117,PlayStation,11,3:42:0,4:38:0,0:0:0,1:16:0,6:0:0
9117,PlayStation 2,1,4:0:0,0:0:0,0:0:0,4:0:0,4:0:0
9117,PlayStation 5,3,1:7:0,0:0:0,1:20:0,1:0:0,1:20:0
9118,PC,11,17:48:0,43:30:0,148:30:0,9:25:0,150:0:0
9119,Nintendo Switch,40,8:59:0,10:37:0,10:14:0,5:0:0,15:0:0
9119,PC,483,8:49:0,9:50:0,10:14:0,5:0:0,20:9:0
9119,PlayStation 4,27,9:20:0,10:40:0,10:47:0,6:0:0,16:0:0
9119,PlayStation 5,7,8:18:0,6:0:0,8:41:0,6:0:0,10:0:0
9119,Xbox,47,8:38:0,9:49:0,10:35:0,5:0:0,16:0:0
9119,Xbox 360,1,8:30:0,0:0:0,0:0:0,8:30:0,8:30:0
9119,Xbox One,5,8:37:0,10:42:0,11:30:0,7:52:0,11:30:0
9120,Amiga,1,0:20:0,0:0:0,0:0:0,0:20:0,0:20:0
9120,Arcade,3,3:9:0,0:0:0,2:0:0,1:0:0,5:19:0
9121,Atari 2600,2,0:18:0,0:0:0,0:0:0,0:16:0,0:20:0
9122,Nintendo 64,44,9:36:0,9:52:0,12:55:0,5:0:0,26:0:0
9122,PC,46,7:19:0,8:49:0,10:17:0,2:54:0,16:0:0
9123,Emulated,2,6:35:0,8:4:0,0:0:0,6:35:0,8:4:0
9123,Nintendo 64,52,5:33:0,8:21:0,13:30:0,2:16:0,20:0:0
9123,PC,35,4:41:0,5:24:0,12:30:0,2:11:0,13:0:0
9124,PC,45,4:26:0,5:4:0,7:0:0,2:9:0,11:0:0
9124,PlayStation 2,8,5:3:0,8:0:0,6:27:0,3:36:0,10:0:0
9124,Xbox,2,3:48:0,0:0:0,0:0:0,3:36:0,4:0:0
9124,Xbox 360,1,8:0:0,0:0:0,0:0:0,8:0:0,8:0:0
9127,Wii,11,1:43:0,0:0:0,0:0:0,0:35:0,4:0:0
9127,Wii U,2,2:0:0,3:0:0,0:0:0,2:0:0,3:0:0
9128,Nintendo DS,4,7:2:0,7:36:0,0:0:0,3:14:0,11:46:0
9128,PC,36,6:29:0,8:51:0,13:20:0,3:27:0,14:30:0
9128,PlayStation 2,5,5:49:0,6:30:0,0:0:0,4:59:0,6:40:0
9128,PlayStation 3,9,7:20:0,23:0:0,12:42:0,7:0:0,45:0:0
9128,PlayStation Portable,2,9:0:0,0:0:0,0:0:0,6:0:0,12:0:0
9128,Wii,2,5:0:0,6:24:0,0:0:0,5:0:0,6:24:0
9128,Wii U,2,5:20:0,5:40:0,0:0:0,5:20:0,5:40:0
9128,Xbox 360,10,6:7:0,9:44:0,10:50:0,4:50:0,13:0:0
9129,Arcade,4,0:45:0,0:0:0,1:53:0,0:30:0,2:0:0
9125,Emulated,1,5:30:0,0:0:0,0:0:0,5:30:0,5:30:0
9125,Nintendo GameCube,17,6:36:0,9:35:0,15:15:0,3:30:0,24:0:0
9125,PlayStation 2,8,6:12:0,0:0:0,6:0:0,4:0:0,11:0:0
9125,PlayStation 4,2,4:30:0,0:0:0,0:0:0,4:0:0,5:0:0
9125,PlayStation 5,7,5:0:0,6:45:0,11:16:0,2:30:0,11:16:0
9125,Xbox,14,5:7:0,8:0:0,0:0:0,2:16:0,8:0:0
9126,Nintendo DS,10,7:5:0,9:27:0,0:0:0,4:54:0,16:0:0
9132,Nintendo DS,8,7:41:0,7:34:0,10:0:0,3:42:0,10:0:0
9132,Nintendo Switch,18,6:12:0,7:29:0,0:0:0,3:0:0,8:40:0
9132,PC,127,8:24:0,11:57:0,14:21:0,3:11:0,50:0:0
9132,PlayStation 2,36,8:13:0,10:26:0,20:20:0,5:50:0,30:0:0
9132,PlayStation 3,96,8:30:0,12:59:0,19:33:0,3:20:0,50:0:0
9132,PlayStation Portable,28,8:51:0,16:36:0,22:48:0,5:44:0,50:0:0
9132,PlayStation Vita,1,0:0:0,7:45:0,0:0:0,7:45:0,7:45:0
9132,Wii,46,8:31:0,11:25:0,18:16:0,5:3:0,20:0:0
9132,Wii U,3,15:0:0,5:47:0,20:0:0,5:47:0,20:0:0
9132,Xbox 360,175,7:52:0,11:17:0,18:15:0,3:3:0,36:0:0
9132,Xbox One,31,6:58:0,9:29:0,14:0:0,4:6:0,14:0:0
9132,Xbox Series X/S,3,7:40:0,8:46:0,0:0:0,7:15:0,10:17:0
9133,PC,21,0:42:0,0:45:0,1:4:0,0:24:0,1:30:0
9133,PlayStation 3,7,0:49:0,0:53:0,1:9:0,0:28:0,1:19:0
9133,PlayStation Now,1,0:40:0,0:0:0,0:0:0,0:40:0,0:40:0
9133,Xbox 360,4,0:37:0,0:52:0,0:0:0,0:32:0,0:52:0
9134,PC,19,0:42:0,0:52:0,0:37:0,0:21:0,1:30:0
9134,PlayStation 3,7,0:38:0,12:0:0,2:36:0,0:23:0,12:0:0
9134,PlayStation Now,1,0:25:0,0:0:0,0:0:0,0:25:0,0:25:0
9134,Xbox 360,5,0:30:0,0:56:0,3:0:0,0:25:0,3:0:0
9131,Game Boy,3,6:43:0,0:0:0,5:58:0,5:58:0,7:19:0
9131,NES,6,6:56:0,0:0:0,7:5:0,4:30:0,13:17:0
9135,PC,22,0:34:0,0:38:0,0:41:0,0:23:0,1:20:0
9135,PlayStation 3,7,0:39:0,0:0:0,0:46:0,0:25:0,1:17:0
9135,PlayStation Now,1,0:35:0,0:0:0,0:0:0,0:35:0,0:35:0
9135,Xbox 360,4,0:27:0,0:50:0,0:0:0,0:20:0,0:50:0
9136,Nintendo DS,2,3:56:0,0:0:0,0:0:0,3:20:0,4:32:0
9136,PC,309,5:15:0,6:54:0,9:26:0,2:0:0,25:0:0
9136,PlayStation 3,100,5:34:0,10:22:0,13:17:0,3:25:0,40:0:0
9136,PlayStation Now,2,4:30:0,7:30:0,0:0:0,4:30:0,7:30:0
9136,Wii,17,6:19:0,7:19:0,0:0:0,4:30:0,10:0:0
9136,Wii U,2,8:0:0,10:0:0,0:0:0,8:0:0,10:0:0
9136,Xbox 360,134,5:36:0,7:14:0,12:7:0,3:0:0,23:0:0
9136,Xbox One,26,5:29:0,6:55:0,0:0:0,3:22:0,9:0:0
9136,Xbox Series X/S,5,5:11:0,4:53:0,0:0:0,4:15:0,6:0:0
9137,PC,73,81:30:0,223:15:0,2238:20:0,23:0:0,5007:0:0
9138,PC,19,20:21:0,23:5:0,60:0:0,12:0:0,60:0:0
9139,PC,3,8:0:0,11:34:0,0:0:0,6:30:0,16:39:0
9140,PC,13,22:40:0,21:30:0,37:8:0,14:30:0,39:16:0
9141,PC,4,0:0:0,12:30:0,12:0:0,8:10:0,15:26:0
9142,PC,3,0:0:0,9:29:0,0:0:0,6:45:0,12:2:0
9143,PC,20,23:1:0,20:5:0,66:7:0,8:0:0,200:0:0
9144,PC,16,14:54:0,20:0:0,62:4:0,5:0:0,200:0:0
9145,PC,11,33:0:0,31:50:0,67:13:0,13:0:0,115:11:0
9146,PC,3,28:0:0,10:41:0,0:0:0,10:22:0,28:0:0
9147,PC,3,0:0:0,28:0:0,89:39:0,18:0:0,89:39:0
9149,PC,213,24:25:0,65:36:0,197:1:0,2:0:0,634:7:0
9150,PC,186,25:11:0,27:59:0,32:39:0,10:0:0,60:0:0
9152,Nintendo 64,4,59:20:0,50:0:0,80:17:0,30:56:0,87:44:0
9153,PC,263,11:52:0,14:23:0,161:54:0,7:0:0,2238:0:0
9155,PC,377,17:39:0,22:52:0,52:7:0,5:58:0,224:37:0
9154,PC,197,13:35:0,19:47:0,32:42:0,8:2:0,148:0:0
9156,PC,116,20:43:0,25:51:0,32:42:0,10:0:0,75:0:0
9158,PC,2,18:1:0,24:0:0,0:0:0,18:1:0,24:0:0
9160,PlayStation Vita,2,0:0:0,3:22:0,5:15:0,3:22:0,5:15:0
9162,PC,2,0:0:0,22:0:0,40:43:0,22:0:0,40:43:0
9161,Commodore 64,1,0:0:0,0:0:0,30:0:0,30:0:0,30:0:0
9161,PC,4,0:0:0,20:46:0,29:31:0,15:30:0,29:31:0
9161,Sega Mega Drive/Genesis,4,16:52:0,12:19:0,0:0:0,8:44:0,25:0:0
9163,Atari 2600,4,0:5:0,0:0:0,0:0:0,0:5:0,0:5:0
9164,Emulated,1,0:0:0,4:47:0,0:0:0,4:47:0,4:47:0
9164,Game Boy,1,2:54:0,0:0:0,0:0:0,2:54:0,2:54:0
9164,Sega Mega Drive/Genesis,3,8:17:0,10:0:0,0:0:0,4:34:0,12:0:0
9164,Super Nintendo,5,10:51:0,20:5:0,0:0:0,4:30:0,20:5:0
9165,PC,6,6:5:0,6:0:0,4:45:0,2:15:0,8:8:0
9166,PlayStation 3,45,5:37:0,10:31:0,200:10:0,4:26:0,200:20:0
9167,Dreamcast,1,13:0:0,0:0:0,0:0:0,13:0:0,13:0:0
9167,PC,6,13:47:0,23:51:0,0:0:0,12:0:0,30:0:0
9168,PC,1,0:0:0,0:0:0,23:0:0,23:0:0,23:0:0
9169,PC,4,4:0:0,0:0:0,14:0:0,4:0:0,15:0:0
9169,PlayStation Portable,3,6:0:0,12:0:0,24:0:0,6:0:0,24:0:0
9173,PC,5,15:53:0,0:0:0,0:0:0,4:41:0,30:0:0
9174,NES,1,0:21:0,0:0:0,0:0:0,0:21:0,0:21:0
9175,PC,4,3:18:0,0:0:0,0:0:0,2:17:0,4:0:0
9176,PC,12,11:42:0,9:10:0,10:45:0,8:13:0,15:35:0
9177,Nintendo 64,3,8:11:0,10:0:0,0:0:0,7:23:0,10:0:0
9178,PC,2,0:0:0,8:0:0,22:0:0,8:0:0,22:0:0
9179,PC,3,7:21:0,0:0:0,0:0:0,1:0:0,20:0:0
9180,Nintendo GameCube,1,4:6:0,0:0:0,0:0:0,4:6:0,4:6:0
9180,PC,6,4:59:0,5:46:0,0:0:0,2:57:0,6:44:0
9180,PlayStation 2,2,5:0:0,5:20:0,0:0:0,5:0:0,5:20:0
9181,PC,16,16:21:0,23:32:0,25:24:0,10:4:0,30:12:0
9182,Emulated,2,7:17:0,0:0:0,0:0:0,4:48:0,9:47:0
9182,NES,48,5:48:0,7:11:0,7:28:0,1:27:0,15:0:0
9182,Nintendo Switch,15,5:36:0,7:19:0,11:58:0,4:0:0,24:0:0
9182,Wii,1,0:0:0,0:0:0,7:20:0,7:20:0,7:20:0
9182,Wii U,2,8:25:0,0:0:0,0:0:0,6:24:0,10:26:0
9184,PC,220,16:26:0,23:50:0,37:6:0,8:54:0,90:0:0
9184,Xbox 360,39,15:15:0,22:22:0,50:9:0,11:0:0,111:0:0
9184,Xbox One,14,15:17:0,20:46:0,44:27:0,10:30:0,44:27:0
9184,Xbox Series X/S,1,0:0:0,13:0:0,0:0:0,13:0:0,13:0:0
9185,PC,2,5:17:0,0:0:0,0:0:0,5:0:0,5:35:0
9185,PlayStation 2,8,5:57:0,8:0:0,0:0:0,5:0:0,9:30:0
9185,Xbox,1,5:0:0,0:0:0,0:0:0,5:0:0,5:0:0
9186,PC,2,0:0:0,0:0:0,24:30:0,18:0:0,31:0:0
9187,Emulated,1,0:30:0,0:0:0,0:0:0,0:30:0,0:30:0
9193,Mobile,1,4:0:0,0:0:0,0:0:0,4:0:0,4:0:0
9193,PC,79,5:55:0,9:31:0,29:32:0,3:30:0,51:0:0
9193,PlayStation 3,7,6:7:0,14:0:0,0:0:0,5:8:0,14:0:0
9193,PlayStation 4,1,6:0:0,0:0:0,0:0:0,6:0:0,6:0:0
9193,PlayStation Vita,13,5:59:0,8:0:0,0:0:0,3:30:0,10:0:0
9194,PC,2,2:27:0,0:0:0,0:0:0,2:25:0,2:30:0
9196,Emulated,2,20:0:0,25:0:0,0:0:0,20:0:0,25:0:0
9196,PlayStation 2,13,31:16:0,33:20:0,35:0:0,20:1:0,42:8:0
9197,PlayStation Portable,5,6:30:0,12:0:0,0:0:0,5:6:0,12:0:0
9198,PC,1,30:0:0,0:0:0,0:0:0,30:0:0,30:0:0
9199,Xbox,1,15:15:0,0:0:0,0:0:0,15:15:0,15:15:0
9200,Nintendo 3DS,21,4:10:0,7:41:0,0:0:0,1:20:0,9:58:0
9204,PC,26,5:18:0,7:1:0,10:45:0,0:50:0,11:0:0
9207,Emulated,4,40:0:0,53:29:0,75:58:0,32:0:0,75:58:0
9207,Mobile,9,22:9:0,32:29:0,41:57:0,19:19:0,50:0:0
9207,PC,456,28:54:0,37:46:0,45:4:0,10:0:0,88:42:0
9207,PlayStation 3,44,26:8:0,37:41:0,38:28:0,15:22:0,73:20:0
9207,PlayStation Portable,3,26:0:0,0:0:0,30:45:0,23:30:0,38:0:0
9207,PlayStation Vita,241,25:25:0,32:12:0,37:7:0,14:11:0,89:48:0
9207,Xbox 360,1,0:0:0,79:22:0,0:0:0,79:22:0,79:22:0
9208,PlayStation 2,14,45:59:0,45:26:0,63:20:0,33:34:0,78:2:0
9210,PC,2,0:0:0,600:0:0,70:0:0,70:0:0,600:0:0
9211,PC,106,8:18:0,9:18:0,10:12:0,4:48:0,15:2:0
9211,Xbox,1,0:0:0,0:0:0,13:17:0,13:17:0,13:17:0
9212,PC,43,10:16:0,10:14:0,13:55:0,6:42:0,19:3:0
9213,NES,8,0:55:0,0:0:0,0:0:0,0:29:0,2:23:0
9213,Wii U,1,1:29:0,0:0:0,0:0:0,1:29:0,1:29:0
9215,PC,14,14:7:0,26:47:0,38:7:0,10:0:0,42:0:0
9216,PC,15,1:40:0,2:7:0,4:20:0,0:45:0,9:0:0
9219,PlayStation 3,1,11:0:0,0:0:0,0:0:0,11:0:0,11:0:0
9219,Xbox 360,1,11:0:0,0:0:0,0:0:0,11:0:0,11:0:0
9220,PC,83,5:25:0,6:29:0,9:27:0,3:18:0,11:0:0
9220,PlayStation 3,20,6:26:0,7:30:0,20:0:0,3:56:0,20:0:0
9220,Xbox 360,51,6:32:0,7:58:0,15:0:0,3:30:0,20:0:0
9221,PC,1,12:0:0,0:0:0,0:0:0,12:0:0,12:0:0
9224,Amiga,1,0:30:0,0:0:0,0:0:0,0:30:0,0:30:0
9224,Arcade,24,0:49:0,3:0:0,1:6:0,0:19:0,5:0:0
9224,Emulated,5,1:20:0,2:4:0,0:38:0,0:38:0,2:4:0
9224,NES,3,1:0:0,0:0:0,4:0:0,1:0:0,4:0:0
9224,Nintendo Switch,7,0:50:0,0:0:0,4:0:0,0:36:0,4:0:0
9224,PC,11,1:18:0,2:0:0,1:10:0,0:5:0,3:6:0
9224,PlayStation 2,6,0:36:0,0:31:0,0:0:0,0:15:0,1:0:0
9224,PlayStation 4,5,1:3:0,0:0:0,0:0:0,0:48:0,1:26:0
9224,PlayStation 5,1,0:45:0,0:0:0,0:0:0,0:45:0,0:45:0
9224,PlayStation Portable,3,1:33:0,0:0:0,0:0:0,0:49:0,2:20:0
9224,TurboGrafx-CD,4,1:1:0,5:30:0,0:0:0,0:35:0,5:30:0
9224,Wii,1,2:13:0,0:0:0,0:0:0,2:13:0,2:13:0
9224,Xbox One,6,1:3:0,1:7:0,0:0:0,0:45:0,1:27:0
9225,NES,14,1:57:0,0:0:0,2:0:0,0:43:0,4:34:0
9225,Nintendo Switch,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
9227,Arcade,22,0:56:0,4:51:0,10:49:0,0:22:0,20:0:0
9227,Emulated,4,0:52:0,1:0:0,0:0:0,0:18:0,2:0:0
9227,Nintendo Switch,5,0:48:0,11:9:0,0:0:0,0:30:0,11:9:0
9227,PC,10,0:53:0,3:0:0,0:0:0,0:25:0,3:0:0
9227,PlayStation,14,0:55:0,2:26:0,0:0:0,0:30:0,4:0:0
9227,PlayStation 2,3,0:35:0,0:0:0,0:0:0,0:25:0,0:40:0
9227,PlayStation 3,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
9227,PlayStation 4,4,0:27:0,0:0:0,0:0:0,0:14:0,0:45:0
9227,PlayStation Vita,1,1:0:0,0:0:0,0:0:0,1:0:0,1:0:0
9227,Sega Saturn,9,1:51:0,8:59:0,0:0:0,0:10:0,10:0:0
9227,Super Nintendo,23,0:38:0,5:17:0,5:0:0,0:20:0,8:9:0
9227,Xbox One,2,1:4:0,2:0:0,0:0:0,1:4:0,2:0:0
9228,Arcade,19,1:10:0,5:45:0,44:37:0,0:14:0,65:0:0
9228,Dreamcast,7,1:24:0,7:20:0,0:0:0,1:0:0,15:0:0
9228,Game Boy Advance,6,0:50:0,5:0:0,0:0:0,0:22:0,5:0:0
9228,Nintendo Switch,5,1:27:0,0:0:0,0:0:0,1:0:0,2:26:0
9228,PC,5,0:48:0,0:0:0,0:0:0,0:30:0,1:25:0
9228,PlayStation,29,2:29:0,15:33:0,51:40:0,0:30:0,100:0:0
9228,PlayStation 2,2,1:45:0,0:0:0,0:0:0,0:30:0,3:0:0
9228,PlayStation 4,5,0:40:0,0:0:0,0:0:0,0:35:0,0:45:0
9228,Sega Saturn,4,0:58:0,0:0:0,0:0:0,0:10:0,2:0:0
9228,Xbox One,1,0:0:0,2:0:0,0:0:0,2:0:0,2:0:0
9229,Emulated,1,0:23:0,0:0:0,0:0:0,0:23:0,0:23:0
9229,PlayStation Portable,13,1:20:0,6:55:0,0:0:0,0:15:0,21:30:0
9229,PlayStation Vita,2,2:15:0,0:0:0,0:0:0,2:0:0,2:30:0
9230,PlayStation 2,4,8:21:0,9:0:0,0:0:0,8:0:0,9:0:0
9231,Arcade,23,0:46:0,3:52:0,1:16:0,0:12:0,4:0:0
9231,Emulated,1,0:29:0,0:0:0,0:0:0,0:29:0,0:29:0
9231,Game Boy Color,7,0:49:0,0:0:0,3:55:0,0:10:0,4:30:0
9231,Nintendo Switch,10,0:39:0,6:42:0,0:0:0,0:11:0,6:42:0
9231,PC,8,1:4:0,3:0:0,5:53:0,0:25:0,5:53:0
9231,PlayStation,11,1:8:0,4:11:0,0:0:0,0:9:0,5:1:0
9231,PlayStation 2,3,0:55:0,0:0:0,0:0:0,0:30:0,1:15:0
